symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk
MIU,1027,MIYUCoin,? ,$0.000042,?,Low Vol,1.29%,7.43%,27.38%
XBY,224,XtraBYtes,"$5,934,968 ",$0.009131,"650,000,000",*,"$7,372",0.79%,5.38%
CPN,703,CompuCoin,"$61,996 ",$0.003161,"19,615,019",Low Vol,1.25%,-28.82%,-0.55%
CHEAP,1036,Cheapcoin,? ,$0.000085,?,*,Low Vol,1.26%,-46.25%
BLAS,357,BlakeStar,"$1,260,197 ",$0.005162,"244,152,240","$73,275",26.19%,446.90%,1750.89%
CPC,380,Capricoin,"$864,846 ",$0.434586,"1,990,045",*,"$20,865",-0.35%,-1.22%
CREVA,726,CrevaCoin,"$47,061 ",$0.001293,"36,390,750",Low Vol,2.18%,7.25%,29.72%
EOS,18,EOS,"$453,181,773 ",$1.61,"281,558,059",*,"$35,692,800",-1.75%,-2.42%
SIB,132,SIBCoin,"$18,311,610 ",$1.20,"15,215,803","$101,087",3.19%,-6.94%,0.00%
JWL,712,Jewels,"$56,595 ",$0.002804,"20,181,636",*,Low Vol,2.85%,1.29%
XDE2,1009,XDE II,? ,$1.97,?,*,Low Vol,1.26%,-18.07%
DLISK,793,DAPPSTER,"$16,996 ",$0.000170,"100,000,000",*,Low Vol,1.26%,-14.06%
MONETA,986,Moneta,? ,$0.000297,?,Low Vol,1.26%,-6.00%,27.28%
ACES,979,Aces,? ,$0.000085,?,*,Low Vol,1.26%,7.43%
UNIFY,439,Unify,"$317,982 ",$0.019281,"16,491,752","$12,787",1.49%,-15.99%,-32.12%
GAIA,569,GAIA,"$419,858 ",$0.017420,"24,101,381",*,Low Vol,1.26%,4.92%
XBC,195,Bitcoin Plus,"$8,636,013 ",$86.82,"99,474",*,"$516,831",-4.64%,-15.12%
XBB,239,Boolberry,"$5,223,122 ",$0.547929,"9,532,480","$36,259",-0.06%,5.28%,49.40%
MAVRO,1008,Mavro,? ,$0.008030,?,Low Vol,1.26%,4.64%,48.45%
LTH,1026,LAthaan,? ,$0.000297,?,Low Vol,1.26%,7.50%,16.89%
MONA,125,MonaCoin,"$19,841,349 ",$0.372803,"53,222,075","$54,652",0.99%,-4.32%,-16.91%
SPR,163,SpreadCoin,"$12,251,451 ",$1.43,"8,568,167","$31,679",1.32%,14.05%,28.08%
BLITZ,229,Blitzcash,"$5,529,132 ",$1.36,"4,080,510",*,"$249,651",3.05%,18.99%
OPES,1021,Opescoin,? ,$0.001785,?,Low Vol,11.92%,-0.46%,51.58%
TAG,301,TagCoin,"$2,380,241 ",$0.421251,"5,650,410","$142,043",0.64%,0.80%,-6.95%
LDOGE,359,LiteDoge,"$1,257,478 ",$0.000085,"14,822,684,001",*,"$11,837",6.12%,-0.09%
TAJ,721,TajCoin,"$50,738 ",$0.007497,"6,767,876",Low Vol,1.52%,-12.61%,-19.83%
VOYA,943,Voyacoin,? ,$1.32,?,Low Vol,1.01%,-10.73%,23.77%
XPM,211,Primecoin,"$7,009,531 ",$0.346313,"20,240,449","$389,285",-3.13%,0.43%,-10.83%
GP,856,Goldpay Coin,? ,$0.004902,?,*,"$46,662",1.77%,3.25%
BTCS,644,Bitcoin Scrypt,"$124,329 ",$0.007648,"16,256,388",Low Vol,1.26%,32.80%,41.52%
IXC,322,Ixcoin,"$1,899,084 ",$0.090437,"20,999,088",*,"$1,979",-1.08%,-6.59%
MTLMC3,774,Metal Music Coin,"$24,686 ",$0.000310,"79,719,140",Low Vol,-6.87%,-13.17%,-32.34%
CCRB,294,CryptoCarbon,"$2,515,972 ",$0.706315,"3,562,111",*,"$54,698",0.55%,9.25%
NOBL,412,NobleCoin,"$494,413 ",$0.000215,"2,299,180,334","$1,425",1.76%,1.12%,-0.37%
PRIMU,946,Primulon,? ,$0.000212,?,Low Vol,1.26%,-13.85%,-34.17%
XPY,616,PayCoin,"$157,784 ",$0.013447,"11,734,211",**,Low Vol,1.27%,-15.78%
FEDS,838,FedoraShare,? ,$0.000024,?,*,"$3,995,240",0.00%,-0.12%
MIOTA,5,IOTA,"$2,435,499,481 ",$0.876227,"2,779,530,283",*,"$31,330,000",0.54%,17.24%
FIMK,361,FIMKrypto,"$1,201,301 ",$0.002082,"577,004,618",*,"$1,455",20.04%,9.91%
BYC,386,Bytecent,"$799,046 ",$0.462874,"1,726,271","$66,406",-0.07%,3.92%,8.68%
IXT,172,InsureX,"$11,358,137 ",$0.317454,"35,778,844",*,"$175,663",-25.67%,15.10%
BTCD,63,BitcoinDark,"$77,055,657 ",$59.79,"1,288,862","$134,449",-0.28%,0.01%,26.10%
JNS,227,Janus,"$5,608,082 ",$0.265796,"21,099,198",*,"$1,512",7.73%,5.16%
UNITS,631,GameUnits,"$141,898 ",$0.040858,"3,472,983",*,Low Vol,2.98%,-6.84%
MAR,709,Marijuanacoin,"$58,327 ",$0.053324,"1,093,824",Low Vol,1.26%,-4.45%,-5.18%
SNC,281,SunContract,"$2,951,714 ",$0.030069,"98,166,002",*,"$346,623",-3.35%,-9.21%
TOPAZ,1033,Topaz Coin,? ,$0.057403,?,Low Vol,1.29%,-8.60%,13.34%
SNGLS,54,SingularDTV,"$107,680,800 ",$0.179468,"600,000,000",*,"$953,046",-0.66%,-1.96%
MAX,256,MaxCoin,"$3,979,462 ",$0.066451,"59,885,845","$132,723",0.80%,-3.98%,-20.25%
SNM,108,SONM,"$26,049,436 ",$0.078614,"331,360,000",*,"$502,410",-9.02%,12.76%
