symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk
XBY,219,XTRABYTES,"$6,369,619 ",$0.015058,"423,000,000",*,"$26,737",-0.55%,-18.42%
CPN,752,CompuCoin,"$34,816 ",$0.001775,"19,615,019",Low Vol,-0.27%,-17.78%,-40.02%
CHEAP,1008,Cheapcoin,? ,$0.000068,?,*,Low Vol,-0.27%,?
BLAS,691,BlakeStar,"$62,301 ",$0.000250,"249,275,152",Low Vol,-0.27%,-17.89%,-56.33%
CPC,346,Capricoin,"$1,394,208 ",$0.700591,"1,990,045",*,"$83,763",0.21%,-12.17%
EOS,25,EOS,"$220,086,424 ",$0.636725,"345,653,813",*,"$13,729,300",3.27%,-11.36%
SIB,118,SIBCoin,"$20,786,741 ",$1.35,"15,433,254","$2,405,350",0.38%,34.69%,3.61%
JWL,756,Jewels,"$33,847 ",$0.001677,"20,181,636",*,Low Vol,?,0.31%
GAIN,995,UGAIN,? ,$0.000789,?,Low Vol,0.23%,19.35%,234.67%
DLISK,793,DAPPSTER,"$20,536 ",$0.000205,"100,000,000",*,Low Vol,-0.27%,-12.01%
EOT,340,EOT Token,"$1,541,220 ",$0.616488,"2,500,000",*,"$20,073",28.29%,30.20%
ACES,958,Aces,? ,$0.000068,?,*,Low Vol,-0.27%,-41.34%
UNIFY,412,Unify,"$503,017 ",$0.028405,"17,708,486","$3,969",2.93%,-8.59%,-15.52%
GAIA,588,GAIA,"$229,327 ",$0.009515,"24,101,381",*,Low Vol,-0.27%,-24.03%
XBC,225,Bitcoin Plus,"$5,711,702 ",$56.79,"100,570",*,"$121,380",0.51%,-10.42%
MAVRO,981,Mavro,? ,$0.005237,?,Low Vol,-0.27%,-5.19%,-9.48%
LTH,1080,LAthaan,? ,$0.000274,?,Low Vol,-0.27%,?,-1.47%
KRONE,808,Kronecoin,"$16,259 ",$0.009625,"1,689,350",Low Vol,-0.31%,-15.55%,-68.18%
MONA,112,MonaCoin,"$22,636,746 ",$0.419690,"53,936,825","$147,220",-0.40%,-12.05%,-24.24%
CYDER,954,Cyder,? ,$0.000274,?,*,Low Vol,13.98%,-12.62%
SPR,164,SpreadCoin,"$12,194,557 ",$1.39,"8,749,772","$113,830",2.49%,-14.73%,-34.09%
BLITZ,240,Blitzcash,"$4,899,374 ",$1.20,"4,088,774",*,"$43,050",-5.05%,-15.07%
OPES,1021,Opescoin,? ,$0.001232,?,Low Vol,-0.27%,-10.86%,-11.31%
TAG,405,TagCoin,"$576,278 ",$0.100693,"5,723,122","$124,931",-5.04%,-45.92%,-74.12%
LDOGE,383,LiteDoge,"$830,682 ",$0.000056,"14,843,234,004",*,"$1,217",17.57%,-24.46%
EXL,1031,Excelcoin,? ,$0.000411,?,Low Vol,-0.27%,-12.01%,-74.67%
TAJ,505,TajCoin,"$19,481 ",$0.002744,"7,098,957","$3,393",-61.01%,-6.17%,-21.48%
VOYA,971,Voyacoin,? ,$3.22,?,Low Vol,-0.10%,-31.93%,5.98%
PWR,858,Powercoin,"$1,711 ",$0.000034,"49,983,870",Low Vol,-0.27%,-12.01%,-26.13%
XPM,288,Primecoin,"$2,916,195 ",$0.141454,"20,615,853","$422,515",-1.02%,-31.30%,-59.16%
AGLC,717,AgrolifeCoin,"$47,725 ",$0.007593,"6,285,237",*,?,?,-1.90%
XPTX,466,PlatinumBAR,"$124,319 ",$0.445679,"278,943",$684,-0.27%,-30.61%,-42.22%
IXC,531,Ixcoin,"$1,394,577 ",$0.066411,"20,999,088",*,Low Vol,-0.09%,-2.06%
MTLMC3,784,Metal Music Coin,"$21,828 ",$0.000274,"79,719,140",Low Vol,-0.27%,-28.11%,-41.88%
PLU,217,Pluton,"$6,633,243 ",$7.80,"850,000",*,"$56,031",-0.04%,-11.05%
NOBL,559,NobleCoin,"$399,194 ",$0.000173,"2,303,432,329",Low Vol,-0.08%,-25.73%,-20.77%
PRIMU,1045,Primulon,? ,$0.000104,?,Low Vol,17.37%,-26.72%,-42.21%
XPY,617,PayCoin,"$140,695 ",$0.011926,"11,797,863",**,Low Vol,-0.27%,-8.66%
FEDS,922,FedoraShare,? ,$0.000009,?,*,"$2,639",0.00%,-40.93%
MIOTA,9,IOTA,"$1,315,512,770 ",$0.473286,"2,779,530,283",*,"$28,893,300",-0.81%,-13.28%
FID,955,BITFID,? ,$0.102681,?,*,Low Vol,-0.27%,-12.01%
FIMK,413,FIMKrypto,"$493,727 ",$0.000856,"577,004,618",*,$611,1.24%,-15.75%
BYC,385,Bytecent,"$814,883 ",$0.459428,"1,773,689","$27,635",0.43%,-16.58%,-27.74%
IXT,198,iXledger,"$8,749,108 ",$0.244533,"35,778,844",*,"$39,499",0.96%,-12.32%
BTCD,46,BitcoinDark,"$108,338,920 ",$84.06,"1,288,862","$1,912,040",-0.43%,8.49%,-43.52%
JNS,366,Janus,"$1,063,908 ",$0.050231,"21,180,398",*,"$1,483",0.90%,-10.43%
UNITS,653,GameUnits,"$91,367 ",$0.026308,"3,472,983",*,Low Vol,-0.27%,-16.18%
MAR,493,Marijuanacoin,"$56,891 ",$0.047061,"1,208,860",$780,-0.27%,-10.13%,-32.18%
SNC,273,SunContract,"$3,420,872 ",$0.033198,"103,043,888",*,"$57,848",1.39%,-9.37%
SNGLS,56,SingularDTV,"$76,440,000 ",$0.127400,"600,000,000",*,"$438,879",3.77%,-14.16%
MAX,382,MaxCoin,"$861,941 ",$0.014312,"60,225,453","$534,391",9.47%,-49.72%,-75.03%
SNM,106,SONM,"$24,915,290 ",$0.075191,"331,360,000",*,"$384,266",0.84%,-13.62%
SDP,834,SydPak,"$9,186 ",$0.057701,"159,196",*,Low Vol,?,-1.11%
TP1,1087,KolschCoin,? ,$0.027736,?,Low Vol,?,0.65%,-15.33%
SNT,59,Status,"$73,390,321 ",$0.021147,"3,470,483,788",*,"$1,799,690",-1.60%,-19.39%
