symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk
XBY,226,XTRABYTES,"$8,419,590",$0.019811,"425,000,000",*,"$12,360",2.63%,2.00%
CPN,834,CompuCoin,"$30,698",$0.001565,"19,615,019",Low Vol,-16.50%,18.15%,-27.98%
CHEAP,1040,Cheapcoin,?,$0.000138,?,*,Low Vol,0.43%,56.40%
BLAS,461,BlakeStar,"$564,761",$0.002273,"248,509,710","$155,778",-14.03%,-48.29%,205.92%
CSNO,205,BitDice,"$10,920,000",$0.156000,"70,000,000",*,"$54,472",-4.86%,-10.75%
EOS,25,EOS,"$236,254,063",$0.601138,"393,011,360",*,"$5,833,870",0.08%,3.08%
SIB,145,SIBCoin,"$21,413,914",$1.37,"15,582,482","$128,875",0.47%,1.69%,7.87%
JWL,810,Jewels,"$39,022",$0.001934,"20,181,636",*,Low Vol,0.41%,-6.83%
XDE2,1054,XDE II,?,$2.31,?,*,Low Vol,0.43%,35.17%
DLISK,845,DAPPSTER,"$27,622",$0.000276,"100,000,000",*,Low Vol,0.43%,56.40%
EOT,396,EOT Token,"$1,371,453",$0.548581,"2,500,000",*,"$4,149",0.12%,-8.73%
ACES,1024,Aces,?,$0.000100,?,*,Low Vol,0.41%,-8.81%
UNIFY,344,Unify,"$2,507,316",$0.141421,"17,729,446","$85,217",-5.41%,38.42%,171.40%
GAIA,638,GAIA,"$324,438",$0.013461,"24,101,381",*,Low Vol,?,4.41%
XBC,259,Bitcoin Plus,"$5,751,455",$56.76,"101,330",*,"$368,502",-1.98%,14.22%
MAVRO,1103,Mavro,?,$0.005939,?,Low Vol,0.43%,4.26%,0.23%
LTH,1101,LAthaan,?,$0.000368,?,Low Vol,0.41%,?,22.06%
KRONE,554,Kronecoin,"$35,894",$0.015540,"2,309,810","$13,354",-16.19%,25.36%,34.10%
MONA,103,MonaCoin,"$35,848,057",$0.658113,"54,470,975","$2,037,870",0.40%,-19.67%,47.08%
CYDER,992,Cyder,?,$0.001105,?,*,$671,9.51%,-18.38%
SPR,143,SpreadCoin,"$22,092,585",$2.49,"8,886,550","$341,388",-0.92%,-9.28%,42.23%
BLITZ,308,Blitzcash,"$3,650,422",$0.891628,"4,094,109",*,"$53,400",-0.95%,-20.37%
OPES,1134,Opescoin,?,$0.001233,?,Low Vol,?,?,?
MANA,112,Decentraland,"$30,534,037",$0.013429,"2,273,755,650",*,"$195,720",2.24%,-6.41%
TAG,628,TagCoin,"$373,609",$0.064854,"5,760,763",Low Vol,-0.55%,2.07%,11.76%
LDOGE,447,LiteDoge,"$710,446",$0.000048,"14,859,058,506",*,"$1,763",-2.33%,-36.13%
EXL,1068,Excelcoin,?,$0.000046,?,Low Vol,-79.91%,4.26%,-93.64%
TAJ,555,TajCoin,"$35,269",$0.004786,"7,368,367",$649,0.38%,2.27%,4.95%
SNAKE,1020,SnakeEyes,?,$0.038902,?,*,Low Vol,-10.49%,-15.85%
CPC,421,Capricoin,"$974,137",$0.489505,"1,990,045",*,"$32,704",0.55%,-4.10%
PWR,903,Powercoin,"$2,301",$0.000046,"49,983,870",Low Vol,0.41%,4.26%,5.38%
XPM,324,Primecoin,"$3,034,519",$0.145271,"20,888,676","$470,641",-0.19%,-0.51%,-20.98%
GP,534,GoldPieces,"$100,990",$0.082767,"1,220,161",*,$877,0.43%,15.48%
XPTX,500,PlatinumBAR,"$237,578",$0.743864,"319,384","$6,190",0.43%,11.37%,17.08%
IXC,419,Ixcoin,"$983,265",$0.046824,"20,999,088",*,"$1,203",0.40%,-25.01%
XPA,167,XPlay,"$15,466,300",$0.015466,"1,000,000,000",*,$784,-0.29%,-0.33%
MINEX,996,Minex,?,$0.027622,?,*,$527,0.41%,-10.57%
CCRB,402,CryptoCarbon,"$1,294,403",$0.363381,"3,562,111",*,"$35,338",0.44%,-7.78%
NOBL,609,NobleCoin,"$636,400",$0.000276,"2,306,850,307",Low Vol,0.39%,13.50%,22.42%
PRIMU,929,Primulon,?,$0.001105,?,"$40,564",-2.14%,28.09%,742.79%
XPY,662,PayCoin,"$196,208",$0.016619,"11,806,218",Low Vol,0.40%,-19.29%,-4.53%
FEDS,1148,FedoraShare,?,$0.000008,?,*,?,?,?
MIOTA,9,IOTA,"$1,395,182,446",$0.501949,"2,779,530,283",*,"$10,228,400",0.06%,-4.38%
FID,1019,BITFID,?,$0.092072,?,*,Low Vol,0.38%,?
FIMK,617,FIMKrypto,"$504,698",$0.000875,"577,004,618",*,Low Vol,-7.92%,-29.25%
BYC,417,Bytecent,"$999,773",$0.552526,"1,809,458","$42,193",-4.57%,-7.91%,-17.75%
IXT,234,iXledger,"$7,653,846",$0.213921,"35,778,844",*,"$66,738",2.55%,-11.93%
BTCD,58,BitcoinDark,"$104,722,501",$81.25,"1,288,862","$363,493",-1.33%,-10.44%,-24.42%
JNS,361,Janus,"$2,097,294",$0.092642,"22,638,595",*,$857,6.35%,39.31%
UNITS,684,GameUnits,"$149,931",$0.043171,"3,472,983",*,Low Vol,0.41%,7.10%
SND,949,Sand Coin,?,$2.47,?,*,"$8,931",22.35%,?
MAR,798,Marijuanacoin,"$42,924",$0.032964,"1,302,138",Low Vol,0.43%,5.29%,-15.33%
SNC,317,SunContract,"$3,311,894",$0.031629,"104,712,011",*,"$160,163",1.93%,0.42%
XBL,441,Billionaire T...,"$747,951",$0.225601,"3,315,372",*,"$24,359",-5.73%,-16.79%
SNGLS,69,SingularDTV,"$83,148,600",$0.138581,"600,000,000",*,"$533,797",-5.80%,-14.67%
MAX,437,MaxCoin,"$818,743",$0.013535,"60,492,557",$750,0.25%,2.35%,4.47%
SNM,86,SONM,"$47,920,656",$0.133261,"359,600,000",*,"$1,939,950",-1.21%,-11.64%
SDP,889,SydPak,"$8,031",$0.050395,"159,367",*,Low Vol,?,3.38%
SNT,68,Status,"$83,823,289",$0.024153,"3,470,483,788",*,"$1,442,410",0.95%,-11.41%
WGO,464,WavesGo,"$540,910",$0.054170,"9,985,510",*,"$1,822",-16.90%,-19.32%
MAD,729,SatoshiMadness,"$92,104",$0.000046,"2,000,683,485",*,Low Vol,0.43%,?
AHT,445,Bowhead,"$730,335",$0.091292,"8,000,000",*,$659,-5.60%,-29.44%
WILD,958,Wild Crypto,?,$0.114451,?,*,"$4,542",11.58%,?
AXF,1145,AxFunds,?,$0.068043,?,Low Vol,?,?,43.56%
UGT,953,UG Token,?,$0.293860,?,*,"$5,367",-0.29%,-1.95%
FFC,1053,FireFlyCoin,?,$0.000086,?,Low Vol,1.48%,17.68%,-18.03%
MAO,423,Mao Zedong,"$968,469",$0.155832,"6,214,825",$790,0.43%,7.47%,129.40%
GAIN,1123,UGAIN,?,$0.000506,?,Low Vol,0.41%,?,?
GUC,1008,GoldUnionCoin,?,$0.237086,?,*,Low Vol,0.43%,-68.92%
MGM,885,Magnum,"$10,393",$0.002716,"3,826,265",Low Vol,0.43%,2.53%,-36.46%
SHDW,652,Shadow Token,"$237,594",$0.033942,"7,000,000",*,Low Vol,4.68%,-23.13%
USDE,660,USDe,"$208,859",$0.000184,"1,134,214,483",Low Vol,0.40%,-16.59%,20.46%
DTB,221,Databits,"$9,507,742",$0.417963,"22,747,809",*,"$53,165",0.81%,-7.49%
CME,1117,Cashme,?,$0.000092,?,Low Vol,0.38%,?,110.77%
TSE,523,Tattoocoin (S...,"$123,483",$0.001366,"90,421,856",*,"$1,172",0.85%,12.55%
FUNK,665,The Cypherfunks,"$190,049",$0.000004,"45,924,920,000",Low Vol,-1.32%,1.62%,-10.68%
GUN,705,Guncoin,"$114,429",$0.000593,"192,926,428",Low Vol,0.23%,-2.94%,5.59%
GUP,172,Matchpool,"$14,056,425",$0.187419,"75,000,000",*,"$401,593",0.01%,-0.63%
PCN,1055,PeepCoin,?,$6.4e-07,?,*,Low Vol,31.31%,-2.37%
TYCHO,439,Tychocoin,"$797,302",$0.158687,"5,024,368","$23,778",0.39%,1.57%,-4.88%
NYC,606,NewYorkCoin,"$686,731",$0.000005,"129,032,781,759",Low Vol,2.61%,67.91%,50.43%
CARBON,604,Carboncoin,"$708,588",$0.000046,"15,391,998,915",Low Vol,0.41%,4.26%,5.38%
UNC,1059,UNCoin,?,$0.000046,?,*,Low Vol,0.43%,4.26%
CMT,759,Comet,"$66,648",$0.076358,"872,830",Low Vol,0.43%,89.44%,45.07%
ORME,919,Ormeus Coin,?,$0.697189,?,*,"$133,384",0.39%,-1.41%
BET,1007,BetaCoin,?,$0.005937,?,Low Vol,0.43%,-20.50%,-34.66%
CMP,137,Compcoin,"$23,155,067",$5.41,"4,281,268","$129,790",0.41%,-9.90%,67.35%
MRNG,1002,MorningStar,?,$0.001749,?,*,Low Vol,-3.02%,-26.63%
LKC,1078,LinkedCoin,?,$0.000184,?,Low Vol,0.41%,38.96%,40.51%
HUC,377,HunterCoin,"$1,592,384",$0.081530,"19,531,260","$9,259",1.53%,-11.07%,-23.95%
LSK,17,Lisk,"$527,228,891",$4.65,"113,281,700",*,"$11,916,000",-1.78%,-10.19%
VGC,1098,VegasCoin,?,$0.000688,?,Low Vol,27.38%,3.92%,-5.65%
POKE,1082,PokeCoin,?,$0.000138,?,Low Vol,0.43%,56.40%,9.37%
XBTS,846,Beatcoin,"$27,060",$0.017748,"1,524,686",Low Vol,9.80%,-15.00%,-21.49%
TTC,701,TittieCoin,"$116,874",$0.000093,"1,259,816,434",Low Vol,-23.13%,4.59%,4.80%
SPORT,1104,SportsCoin,?,$0.000829,?,*,Low Vol,0.43%,?
VLT,631,Veltor,"$368,718",$0.664531,"554,855",Low Vol,0.41%,7.06%,21.69%
BUMBA,755,BumbaCoin,"$68,791",$0.003084,"22,302,774",Low Vol,0.38%,11.86%,8.43%
GRT,711,Grantcoin,"$111,666",$0.002624,"42,554,342",*,Low Vol,-7.91%,-16.30%
GRS,243,Groestlcoin,"$7,098,841",$0.103559,"68,548,764","$399,555",0.29%,-3.63%,-24.73%
BLZ,855,BlazeCoin,"$21,184",$0.000035,"608,557,394",Low Vol,-0.84%,-4.77%,-9.71%
BLU,330,BlueCoin,"$2,863,815",$0.004983,"574,683,675","$5,399",4.28%,7.36%,6.64%
