symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk
MIU,1052,MIYUCoin,? ,$0.000046,?,Low Vol,0.59%,5.56%,?
XBY,169,XTRABYTES,"$15,825,745 ",$0.024347,"650,000,000",*,"$92,208",5.54%,6.62%
CPN,713,CompuCoin,"$63,725 ",$0.003249,"19,615,019",Low Vol,0.56%,1.85%,18.50%
CHEAP,1068,Cheapcoin,? ,$0.000093,?,*,Low Vol,0.55%,5.53%
BLAS,473,BlakeStar,"$135,121 ",$0.000548,"246,683,159","$3,576",-9.08%,5.21%,19.07%
CPC,384,Capricoin,"$1,060,183 ",$0.532743,"1,990,045",*,"$51,181",0.57%,4.43%
EOS,21,EOS,"$417,339,508 ",$1.32,"315,115,907",*,"$20,025,800",0.39%,-0.44%
SIB,161,SIBCoin,"$17,663,472 ",$1.15,"15,321,438","$87,356",0.91%,2.65%,9.19%
JWL,763,Jewels,"$38,330 ",$0.001899,"20,181,636",*,Low Vol,0.57%,-15.17%
XDE2,1032,XDE II,? ,$1.43,?,*,Low Vol,0.57%,5.79%
DLISK,785,DAPPSTER,"$27,368 ",$0.000274,"100,000,000",*,Low Vol,?,3.91%
EOT,866,EOT Token,? ,$2.08,?,*,"$193,776",-3.27%,22.00%
ACES,966,Aces,? ,$0.000093,?,*,Low Vol,0.57%,5.51%
UNIFY,410,Unify,"$677,887 ",$0.038992,"17,385,378","$37,302",-1.93%,69.28%,132.16%
GAIA,591,GAIA,"$319,269 ",$0.013247,"24,101,381",*,Low Vol,0.55%,13.12%
XBC,218,Bitcoin Plus,"$8,034,956 ",$80.35,"99,997",*,"$343,107",0.61%,-10.71%
XBB,337,Boolberry,"$2,316,926 ",$0.243056,"9,532,480","$99,545",-7.04%,-5.01%,-11.44%
MAVRO,1070,Mavro,? ,$0.008616,?,Low Vol,0.57%,11.20%,22.28%
LTH,1039,LAthaan,? ,$0.000371,?,Low Vol,0.62%,5.46%,13.17%
MONA,124,MonaCoin,"$26,131,535 ",$0.487717,"53,579,300","$161,672",-0.09%,5.15%,20.82%
SPR,135,SpreadCoin,"$23,468,885 ",$2.71,"8,660,169","$131,051",0.71%,-1.68%,90.84%
BLITZ,251,Blitzcash,"$6,045,174 ",$1.48,"4,083,914",*,"$32,851",2.28%,3.78%
OPES,1064,Opescoin,? ,$0.001343,?,Low Vol,0.57%,22.39%,5.14%
TAG,345,TagCoin,"$2,140,685 ",$0.376559,"5,684,860","$15,804",0.25%,-1.39%,0.36%
