symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk
MIU,1044,MIYUCoin,? ,$0.000047,?,Low Vol,-0.38%,2.10%,8.40%
XBY,193,XTRABYTES,"$12,392,058 ",$0.029400,"421,500,000",*,"$84,658",-0.78%,12.69%
CPN,704,CompuCoin,"$66,787 ",$0.003405,"19,615,019",Low Vol,0.68%,-3.07%,-2.79%
CHEAP,1095,Cheapcoin,? ,$0.000092,?,*,Low Vol,?,?
BLAS,481,BlakeStar,"$163,669 ",$0.000663,"247,014,352","$1,674",0.81%,12.41%,78.13%
CPC,390,Capricoin,"$1,050,264 ",$0.527759,"1,990,045",*,"$18,141",-0.04%,2.24%
EOS,22,EOS,"$406,883,202 ",$1.27,"319,231,742",*,"$21,377,500",-1.17%,0.81%
SIB,164,SIBCoin,"$17,945,444 ",$1.17,"15,343,494","$111,070",-1.06%,4.10%,-4.09%
JWL,747,Jewels,"$40,084 ",$0.001986,"20,181,636",*,Low Vol,-0.16%,?
GAIN,1060,UGAIN,? ,$0.000804,?,Low Vol,-0.16%,?,?
DLISK,790,DAPPSTER,"$23,645 ",$0.000236,"100,000,000",*,Low Vol,-0.17%,-14.75%
EOT,877,EOT Token,? ,$2.40,?,*,"$73,255",17.79%,9.51%
ACES,1003,Aces,? ,$0.000095,?,*,Low Vol,-0.16%,2.31%
UNIFY,406,Unify,"$747,044 ",$0.042970,"17,385,378","$44,814",-0.32%,-14.76%,94.87%
GAIA,573,GAIA,"$547,480 ",$0.022716,"24,101,381",*,Low Vol,-1.33%,7.80%
XBC,223,Bitcoin Plus,"$8,120,971 ",$81.10,"100,137",*,"$146,074",-0.37%,1.00%
XBB,345,Boolberry,"$2,197,160 ",$0.230492,"9,532,480","$87,814",-2.17%,-6.01%,1.90%
MAVRO,1076,Mavro,? ,$0.006415,?,Low Vol,?,-0.15%,-9.59%
LTH,1096,LAthaan,? ,$0.000286,?,Low Vol,?,2.97%,?
MONA,129,MonaCoin,"$25,783,625 ",$0.480805,"53,625,950","$180,730",0.60%,0.35%,11.06%
