symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk
XBY,232,XtraBYtes,"$5,528,367 ",$0.008505,"650,000,000",*,"$25,354",-3.66%,-5.54%
CPN,496,CompuCoin,"$102,068 ",$0.005204,"19,615,019","$1,679",-0.38%,87.11%,99.79%
CHEAP,984,Cheapcoin,? ,$0.000165,?,*,Low Vol,-0.38%,119.73%
BLAS,462,BlakeStar,"$210,347 ",$0.000862,"243,943,920","$17,015",-11.45%,59.04%,401.40%
CPC,373,Capricoin,"$900,609 ",$0.452557,"1,990,045",*,"$61,426",-0.95%,3.28%
EOS,18,EOS,"$456,282,120 ",$1.63,"279,459,629",*,"$42,130,500",-1.31%,-7.02%
SIB,126,SIBCoin,"$20,630,575 ",$1.36,"15,209,241","$142,802",-3.35%,3.38%,7.54%
JWL,688,Jewels,"$58,342 ",$0.002891,"20,181,636",*,Low Vol,-0.38%,12.87%
GAIN,1012,UGAIN,? ,$0.000743,?,Low Vol,-0.28%,?,33.88%
DLISK,768,DAPPSTER,"$20,649 ",$0.000206,"100,000,000",*,Low Vol,-0.28%,?
MONETA,919,Moneta,? ,$0.000248,?,Low Vol,-14.61%,-6.02%,-3.32%
ACES,943,Aces,? ,$0.000083,?,*,Low Vol,-0.38%,37.45%
UNIFY,432,Unify,"$374,688 ",$0.022898,"16,363,501","$12,253",5.44%,-7.81%,-14.86%
GAIA,562,GAIA,"$417,048 ",$0.017304,"24,101,381",*,Low Vol,-0.28%,26.49%
XBC,180,Bitcoin Plus,"$10,570,812 ",$106.30,"99,443",*,"$678,687",1.23%,-7.14%
XBB,233,Boolberry,"$5,473,807 ",$0.574227,"9,532,480","$54,434",15.86%,31.50%,64.33%
MAVRO,948,Mavro,? ,$0.007805,?,Low Vol,-0.38%,28.72%,28.38%
LTH,988,LAthaan,? ,$0.000289,?,Low Vol,-12.76%,9.65%,17.90%
MONA,128,MonaCoin,"$19,941,517 ",$0.374883,"53,193,975","$100,632",-0.20%,-6.22%,-21.60%
SPR,179,SpreadCoin,"$10,636,536 ",$1.24,"8,562,315","$88,668",-8.59%,-10.76%,8.23%
BLITZ,246,Blitzcash,"$4,984,648 ",$1.22,"4,080,025",*,"$19,722",-0.72%,-1.11%
OPES,1034,Opescoin,? ,$0.001864,?,Low Vol,?,3.12%,41.92%
TAG,306,TagCoin,"$2,234,210 ",$0.395717,"5,645,979","$46,512",0.56%,-2.43%,-15.10%
XMR,13,Monero,"$706,817,306 ",$47.35,"14,927,724","$22,144,300",-0.66%,-3.43%,-1.60%
TAJ,686,TajCoin,"$59,495 ",$0.008804,"6,757,649",Low Vol,-1.01%,-5.23%,7.26%
MNM,510,Mineum,"$78,949 ",$0.008366,"9,436,367",$556,-0.28%,-48.80%,-69.33%
PWR,819,Powercoin,"$2,064 ",$0.000041,"49,983,870",Low Vol,-0.30%,9.65%,28.91%
XPM,207,Primecoin,"$7,373,230 ",$0.364564,"20,224,789","$563,490",-0.10%,-4.47%,-8.39%
AGLC,650,AgrolifeCoin,"$95,919 ",$0.016723,"5,735,710",*,Low Vol,0.85%,19.53%
JIN,475,Jin Coin,"$157,809 ",$0.016024,"9,848,485","$1,171",-0.38%,38.61%,211.97%
IXC,309,Ixcoin,"$2,149,677 ",$0.102370,"20,999,088",*,"$1,427",5.86%,-5.88%
MTLMC3,740,Metal Music Coin,"$29,696 ",$0.000373,"79,719,140",Low Vol,-0.24%,-8.07%,15.90%
CCRB,291,CryptoCarbon,"$2,481,698 ",$0.696693,"3,562,111",*,"$64,674",-0.70%,8.85%
XPD,492,PetroDollar,"$121,902 ",$0.001905,"63,993,275",$533,-1.41%,45.74%,49.80%
QBT,924,Cubits,? ,$0.001799,?,Low Vol,-0.30%,2.30%,19.05%
XPY,585,PayCoin,"$266,977 ",$0.022753,"11,733,519",**,Low Vol,1.88%,24.25%
FEDS,830,FedoraShare,? ,$0.000022,?,*,"$3,131,060",-0.07%,-6.17%
MIOTA,7,IOTA,"$2,276,618,751 ",$0.819066,"2,779,530,283",*,"$34,505,100",0.19%,24.20%
FIMK,357,FIMKrypto,"$1,215,287 ",$0.002106,"577,004,618",*,$923,10.54%,39.80%
BYC,378,Bytecent,"$799,371 ",$0.463613,"1,724,221","$10,402",-0.37%,-0.80%,15.19%
IXT,185,InsureX,"$10,114,464 ",$0.282694,"35,778,844",*,"$246,494",0.47%,-2.24%
BTCD,62,BitcoinDark,"$81,078,196 ",$62.91,"1,288,862","$1,414,410",-6.75%,-2.90%,35.56%
JNS,200,Janus,"$8,189,443 ",$0.388140,"21,099,198",*,"$3,027",290.99%,200.62%
UNITS,612,GameUnits,"$162,861 ",$0.046894,"3,472,983",*,Low Vol,-0.38%,-33.40%
MAR,516,Marijuanacoin,"$62,807 ",$0.057654,"1,089,387",$628,-0.67%,7.24%,-21.80%
SNC,275,SunContract,"$3,150,235 ",$0.032091,"98,166,002",*,"$194,773",7.88%,14.86%
SNGLS,48,SingularDTV,"$122,280,000 ",$0.203800,"600,000,000",*,"$1,649,810",-0.41%,3.02%
MAX,256,MaxCoin,"$4,352,164 ",$0.072691,"59,872,205","$122,285",-1.18%,-2.90%,-20.37%
SNM,112,SONM,"$25,230,015 ",$0.076141,"331,360,000",*,"$623,554",-1.51%,-4.86%
SDP,801,SydPak,"$7,770 ",$0.048864,"159,006",*,Low Vol,?,3.05%
TP1,1037,KolschCoin,? ,$0.030650,?,Low Vol,?,?,?
SNT,28,Status,"$225,058,791 ",$0.064849,"3,470,483,788",*,"$26,213,500",-2.20%,-9.63%
WGO,377,WavesGo,"$828,091 ",$0.082835,"9,996,929",*,$709,-3.96%,-11.33%
MAD,664,SatoshiMadness,"$82,624 ",$0.000041,"2,000,683,485",*,Low Vol,-0.30%,9.65%
LAZ,981,Lazaruscoin,? ,$0.001239,?,*,Low Vol,-3.59%,8.19%
