symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk
Mercury,351,MER,MER,"$2,905,300",$0.029053,"100,000,000",*,"$7,594",-0.79%
Scorecoin,530,SCORE,SCORE,"$244,389",$0.008053,"30,346,591","$1,873",-0.68%,-17.04%
LIFE,459,LIFE,LIFE,"$716,140",$0.000115,"6,245,443,110",*,"$14,624",-6.57%
Compcoin,217,CMP,CMP,"$10,271,181",$2.38,"4,309,068","$8,415",-0.67%,-2.45%
Monetha,185,MTH,MTH,"$13,403,564",$0.061819,"216,819,832",*,"$444,749",1.65%
Cyder,1090,CYDER,CYDER,?,$0.000218,?,*,$676,-0.64%
ExchangeN,572,EXN,EXN,"$73,307",$0.014374,"5,100,000",*,"$5,901",-0.56%
BitDice,180,CSNO,CSNO,"$14,241,290",$0.203447,"70,000,000",*,"$26,030",-7.06%
EOS,16,EOS,EOS,"$574,811,891",$1.29,"446,116,270",*,"$66,807,300",-4.20%
Bowhead,626,AHT,AHT,"$870,832",$0.108854,"8,000,000",*,Low Vol,-0.58%
Ethereum Gold,525,ETG,ETG,"$281,988",$0.023499,"12,000,000",*,"$24,717",7.68%
DomRaider,990,DRT,DRT,?,$0.035713,?,*,"$117,786",18.80%
Populous,36,PPT,PPT,"$143,153,544",$3.47,"41,252,246",*,"$304,203",-2.19%
RouletteToken,474,RLT,RLT,"$615,166",$0.060770,"10,122,793",*,"$8,765",6.48%
BlackCoin,164,BLK,BLK,"$15,983,390",$0.209022,"76,467,502",*,"$183,107",-0.61%
Monero,9,XMR,XMR,"$1,304,644,264",$85.25,"15,304,643","$32,603,100",-0.82%,1.25%
Zilbercoin,1069,ZBC,ZBC,?,$0.037412,?,*,"$1,820",26.04%
BT1 [CST],975,BT1,BT1,?,$6152.81,?,*,"$1,231,320",0.93%
Sativacoin,801,STV,STV,"$61,107",$0.008624,"7,085,429",Low Vol,-4.09%,-15.26%
High Voltage,905,HVCO,HVCO,"$16,273",$0.010891,"1,494,171",*,Low Vol,-0.64%
ETHGAS,1036,EGAS,EGAS,?,$0.002594,?,*,"$6,518",-0.36%
LTBcoin,763,LTBC,LTBC,"$93,177",$0.000189,"493,863,915",*,Low Vol,?
Unobtanium,226,UNO,UNO,"$9,717,052",$49.12,"197,836","$22,608",-0.05%,-10.58%
CrevaCoin,586,CREVA,CREVA,"$47,026",$0.001292,"36,390,750","$6,296",-0.64%,34.96%
AudioCoin,374,ADC,ADC,"$2,319,312",$0.002783,"833,517,352","$9,274",9.59%,44.85%
MACRON,591,MCRN,MCRN,"$36,731",$0.000092,"401,421,401",*,"$1,562",-0.64%
020LondonCoin,769,020,020,"$87,754",$5.6e-07,"156,682,580,248",Low Vol,?,?
OctoCoin,772,888,888,"$84,053",$0.001680,"50,023,900",Low Vol,-0.58%,1.04%
Substratum,139,SUB,SUB,"$22,476,949",$0.099415,"226,091,449",*,"$439,852",-5.52%
AdShares,393,ADST,ADST,"$1,944,328",$0.161427,"12,044,624",*,"$1,200",9.93%
PlayerCoin,590,PLACO,PLACO,"$38,248",$0.001089,"35,120,000","$8,623",-4.28%,-18.04%
BriaCoin,440,BRIA,BRIA,"$957,881",$1.99,"481,703",*,"$48,112",-0.03%
Aces,1204,ACES,ACES,?,$0.000073,?,*,Low Vol,-0.62%
Hedge,338,HDG,HDG,"$3,319,869",$0.894922,"3,709,674",*,"$51,098",0.29%
Deutsche eMark,502,DEM,DEM,"$421,687",$0.015172,"27,793,416","$8,904",-0.27%,31.25%
KushCoin,550,KUSH,KUSH,"$145,904",$0.026793,"5,445,524","$2,457",-0.62%,-3.08%
PoSToken,479,POS,POS,"$552,011",$0.824449,"669,551",*,"$21,265",-17.13%
Darcrus,420,DAR,DAR,"$1,457,105",$0.107137,"13,600,388",*,"$1,901",-0.85%
EarthCoin,633,EAC,EAC,"$824,952",$0.000072,"11,469,614,360",Low Vol,-0.67%,4.76%
Bismuth,410,BIS,BIS,"$1,699,821",$0.347856,"4,886,565","$9,132",-2.35%,-2.55%
Po.et,209,POE,POE,"$11,260,729",$0.005222,"2,156,389,197",*,"$4,837",2.46%
Peacecoin,1071,PEC,PEC,?,$0.004574,?,*,"$1,517",-66.70%
Renos,437,RNS,RNS,"$1,095,213",$0.032834,"33,356,077",*,"$2,507",3.63%
Golfcoin,1198,GOLF,GOLF,?,$0.000073,?,Low Vol,-0.64%,?
Ethereum,2,ETH,ETH,"$28,523,438,066",$298.67,"95,500,558","$586,536,000",-0.38%,3.38%
HOdlcoin,687,HODL,HODL,"$252,641",$0.001743,"144,985,950",Low Vol,-0.64%,4.00%
Spots,796,SPT,SPT,"$66,698",$0.002977,"22,406,021",Low Vol,-0.64%,5.54%
Obsidian,284,ODN,ODN,"$5,319,224",$0.218001,"24,400,000",*,"$81,770",0.43%
Tattoocoin (L...,1125,TLE,TLE,?,$0.036303,?,*,Low Vol,?
LinkedCoin,1144,LKC,LKC,?,$0.000145,?,Low Vol,-0.62%,4.04%
SIGMAcoin,1033,SIGMA,SIGMA,?,$0.041736,?,*,"$7,583",-0.36%
GBCGoldCoin,883,GBC,GBC,"$23,860",$0.002100,"11,361,817",Low Vol,0.00%,0.00%
SOILcoin,837,SOIL,SOIL,"$39,742",$0.006970,"5,702,048",Low Vol,0.35%,4.24%
Dollarcoin,734,DLC,DLC,"$134,222",$0.014739,"9,106,714",Low Vol,-0.64%,4.55%
Abncoin,958,ABN,ABN,$674,$0.009948,"67,700",Low Vol,-0.98%,-17.11%
AMIS,1116,AMIS,AMIS,?,$32761.00,?,*,Low Vol,417.32%
ZClassic,342,ZCL,ZCL,"$3,035,270",$1.68,"1,809,800","$102,081",1.73%,2.12%
Flash,1140,FLASH,FLASH,?,$0.006317,?,*,Low Vol,3.61%
Crave,389,CRAVE,CRAVE,"$2,055,568",$1.45,"1,416,871",*,"$13,041",-0.74%
YashCoin,611,YASH,YASH,"$3,848,884",$0.384879,"10,000,244",*,Low Vol,-0.64%
