symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk
Mercury,339,MER,MER,"$3,083,730",$0.030837,"100,000,000",*,"$14,785",-3.12%
Scorecoin,531,SCORE,SCORE,"$274,434",$0.009043,"30,346,591","$1,530",-7.49%,-16.61%
LIFE,1024,LIFE,LIFE,?,$0.000080,?,*,"$11,890",1.16%
Compcoin,213,CMP,CMP,"$10,616,929",$2.46,"4,307,350","$9,087",-0.31%,11.51%
Monetha,197,MTH,MTH,"$11,880,339",$0.054794,"216,819,832",*,"$607,700",1.13%
Cyder,1135,CYDER,CYDER,?,$0.000205,?,*,Low Vol,-0.31%
FedoraCoin,460,TIPS,TIPS,"$737,343",$0.000002,"443,168,182,458",$543,6.48%,10.73%
BitDice,185,CSNO,CSNO,"$13,302,520",$0.190036,"70,000,000",*,"$47,041",1.21%
EOS,19,EOS,EOS,"$448,646,653",$1.01,"442,055,604",*,"$78,051,700",-2.43%
Bowhead,634,AHT,AHT,"$1,150,664",$0.143833,"8,000,000",*,Low Vol,-0.52%
Ethereum Gold,518,ETG,ETG,"$363,024",$0.030252,"12,000,000",*,"$57,026",-1.09%
DomRaider,989,DRT,DRT,?,$0.031931,?,*,"$106,933",-11.40%
Populous,41,PPT,PPT,"$136,319,697",$3.30,"41,252,246",*,"$463,787",-4.08%
RouletteToken,490,RLT,RLT,"$513,148",$0.050692,"10,122,793",*,"$7,069",-0.77%
BlackCoin,164,BLK,BLK,"$16,221,764",$0.212148,"76,464,373",*,"$245,305",-1.31%
Monero,10,XMR,XMR,"$1,285,422,986",$84.03,"15,297,792","$42,420,000",0.75%,-3.52%
Zilbercoin,1098,ZBC,ZBC,?,$0.038844,?,*,Low Vol,-0.39%
BT1 [CST],966,BT1,BT1,?,$5766.61,?,*,"$996,472",-0.24%
Sativacoin,793,STV,STV,"$69,714",$0.009839,"7,085,405",Low Vol,-0.37%,-11.51%
High Voltage,906,HVCO,HVCO,"$15,337",$0.010264,"1,494,171",*,Low Vol,0.10%
ETHGAS,1007,EGAS,EGAS,?,$0.004437,?,*,"$33,585",-9.03%
LTBcoin,760,LTBC,LTBC,"$93,177",$0.000189,"493,863,915",*,Low Vol,?
Unobtanium,209,UNO,UNO,"$10,917,343",$55.18,"197,836","$26,112",0.86%,-6.74%
CrevaCoin,592,CREVA,CREVA,"$49,521",$0.001361,"36,390,750","$8,999",44.12%,164.54%
AudioCoin,405,ADC,ADC,"$1,621,743",$0.001946,"833,239,628","$1,072",-1.18%,-4.42%
MACRON,655,MCRN,MCRN,"$551,710",$0.001374,"401,421,401",*,Low Vol,9.76%
OctoCoin,571,888,888,"$96,540",$0.001930,"50,023,900",$672,0.32%,33.73%
Substratum,126,SUB,SUB,"$24,188,846",$0.106987,"226,091,449",*,"$323,592",-2.19%
AdShares,412,ADST,ADST,"$1,484,139",$0.123135,"12,052,943",*,$798,-0.28%
PlayerCoin,593,PLACO,PLACO,"$48,065",$0.001369,"35,120,000","$3,956",4.16%,-1.45%
BriaCoin,449,BRIA,BRIA,"$828,451",$1.74,"476,146",*,"$25,090",-0.03%
Aces,1168,ACES,ACES,?,$0.000068,?,*,Low Vol,-0.39%
Hedge,320,HDG,HDG,"$3,914,485",$1.06,"3,709,674",*,"$77,848",-0.12%
Deutsche eMark,532,DEM,DEM,"$272,680",$0.009811,"27,793,416","$1,079",-1.95%,1.67%
KushCoin,726,KUSH,KUSH,"$148,865",$0.027337,"5,445,524",Low Vol,-0.39%,-3.36%
PoSToken,498,POS,POS,"$484,653",$0.837107,"578,962",*,"$9,427",1.93%
Darcrus,417,DAR,DAR,"$1,372,973",$0.100951,"13,600,388",*,"$5,651",-1.64%
EarthCoin,453,EAC,EAC,"$778,870",$0.000068,"11,469,442,331",$532,-0.28%,6.57%
Bismuth,388,BIS,BIS,"$1,906,728",$0.390198,"4,886,565","$10,672",0.63%,-7.15%
Po.et,205,POE,POE,"$11,202,528",$0.005195,"2,156,389,197",*,"$32,369",2.23%
Peacecoin,1093,PEC,PEC,?,$0.003627,?,*,Low Vol,-0.31%
Renos,429,RNS,RNS,"$1,159,274",$0.034755,"33,356,077",*,"$2,843",3.42%
Golfcoin,1190,GOLF,GOLF,?,$0.000068,?,Low Vol,-0.31%,6.67%
Ethereum,2,ETH,ETH,"$27,888,813,626",$292.13,"95,467,787","$698,262,000",1.32%,-4.04%
HOdlcoin,534,HODL,HODL,"$247,099",$0.001711,"144,439,030","$2,428",-0.29%,17.80%
Spots,797,SPT,SPT,"$64,434",$0.002876,"22,406,021",Low Vol,-0.40%,23.85%
Obsidian,275,ODN,ODN,"$5,588,698",$0.229045,"24,400,000",*,"$60,372",-6.00%
Tattoocoin (L...,1159,TLE,TLE,?,$0.136928,?,*,Low Vol,9.65%
LinkedCoin,1229,LKC,LKC,?,$0.000128,?,Low Vol,?,-0.24%
SIGMAcoin,1039,SIGMA,SIGMA,?,$0.046481,?,*,"$6,595",6.39%
GBCGoldCoin,853,GBC,GBC,"$33,847",$0.002979,"11,361,817",Low Vol,0.00%,8.95%
SOILcoin,808,SOIL,SOIL,"$57,909",$0.010156,"5,702,048",Low Vol,-0.38%,13.09%
Dollarcoin,754,DLC,DLC,"$105,269",$0.011560,"9,106,714",Low Vol,-0.31%,-25.19%
Abncoin,617,ABN,ABN,$809,$0.011947,"67,700",$991,-0.31%,6.50%
AMIS,1139,AMIS,AMIS,?,$174.60,?,*,Low Vol,2.55%
ZClassic,338,ZCL,ZCL,"$3,084,714",$1.70,"1,809,800","$166,395",4.72%,-3.52%
Flash,1076,FLASH,FLASH,?,$0.004996,?,*,"$1,268",-0.31%
Crave,375,CRAVE,CRAVE,"$2,283,851",$1.61,"1,415,306",*,"$21,210",-21.62%
YashCoin,627,YASH,YASH,"$3,777,422",$0.377733,"10,000,243",*,Low Vol,-0.39%
MustangCoin,796,MST,MST,"$64,658",$0.102576,"630,343",Low Vol,-0.29%,-1.23%
WayGuide,699,WAY,WAY,"$205,374",$0.002053,"100,040,708",*,Low Vol,-0.31%
Operand,1143,OP,OP,?,$0.000753,?,*,Low Vol,-7.41%
Grid+,982,GRID,GRID,?,$0.591794,?,*,"$193,477",1.17%
Tao,621,XTO,XTO,"$7,524,637",$0.230814,"32,600,435",Low Vol,-4.47%,-5.66%
Antimatter,1175,ANTX,ANTX,?,$0.000067,?,Low Vol,-0.08%,1044.15%
Quantum Resis...,113,QRL,QRL,"$29,693,456",$0.571028,"52,000,000",*,"$417,512",-3.88%
InvisibleCoin,1221,IVZ,IVZ,?,$0.169826,?,*,Low Vol,?
Impact,909,IMX,IMX,"$14,654",$0.000134,"109,508,960",Low Vol,-0.27%,-22.56%
Storjcoin X,984,SJCX,SJCX,?,$0.533729,?,*,"$146,914",16.78%
netBit,1109,NBIT,NBIT,?,$0.031546,?,*,Low Vol,-0.31%
WhiteCoin,218,XWC,XWC,"$10,166,779",$0.040921,"248,448,331",*,"$514,624",9.09%
Kurrent,822,KURT,KURT,"$49,552",$0.004995,"9,919,485",Low Vol,-0.31%,6.67%
Phoenixcoin,677,PXC,PXC,"$316,100",$0.005132,"61,597,883",Low Vol,-0.40%,12.68%
Jinn,622,JINN,JINN,"$6,161,232",$104.96,"58,703",*,?,?
Blackstar,838,BSTAR,BSTAR,"$43,165",$0.000068,"630,795,971",*,Low Vol,-0.31%
IrishCoin,1129,IRL,IRL,?,$0.001437,?,Low Vol,-2.96%,-34.12%
Tyrocoin,1090,TYC,TYC,?,$0.068498,?,$582,-0.31%,147.19%
BritCoin,667,BRIT,BRIT,"$459,897",$0.021624,"21,268,092",Low Vol,-0.31%,8.41%
Opus,382,OPT,OPT,"$2,084,777",$0.014883,"140,080,549",*,"$14,354",-3.42%
Bitradio,426,BRO,BRO,"$1,201,985",$0.207233,"5,800,163",*,"$1,581",-0.23%
Helleniccoin,332,HNC,HNC,"$3,246,671",$0.051117,"63,514,380","$10,166",-0.31%,-4.11%
Bitcoin Silver,1018,BTCS,BTCS,?,$0.016105,?,*,"$19,484",-8.80%
BuzzCoin,1014,BUZZ,BUZZ,?,$0.000205,?,"$27,811",3.21%,-28.58%
bitGold,568,BITGOLD,BITGOLD,"$104,654",$1163.22,89.9694,*,"$1,796",5.33%
FireFlyCoin,1158,FFC,FFC,?,$0.000137,?,Low Vol,19.17%,113.36%
GAIA,672,GAIA,GAIA,"$372,740",$0.015466,"24,101,381",*,Low Vol,?
DigitalDevelo...,514,DDF,DDF,"$382,412",$0.074715,"5,118,307",*,$958,0.69%
Regalcoin,959,REC,REC,?,$62.60,?,"$4,647,670",-2.40%,-13.12%
