symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk
XBY,159,XTRABYTES,"$13,294,970 ",$0.020454,"650,000,000",*,"$32,742",1.12%,-12.31%
CPN,703,CompuCoin,"$52,449 ",$0.002674,"19,615,019",Low Vol,-0.75%,-25.20%,-14.69%
CHEAP,1029,Cheapcoin,? ,$0.000116,?,*,Low Vol,-0.76%,42.91%
BLAS,456,BlakeStar,"$121,293 ",$0.000494,"245,412,240","$5,608",1.03%,-17.81%,-82.95%
CPC,379,Capricoin,"$910,083 ",$0.457318,"1,990,045",*,"$24,237",-2.90%,-7.50%
EOS,18,EOS,"$382,599,252 ",$1.28,"299,364,067",*,"$21,756,100",-0.11%,-5.66%
SIB,149,SIBCoin,"$15,199,769 ",$0.995468,"15,268,968","$115,179",-2.35%,-2.53%,-14.38%
JWL,727,Jewels,"$35,976 ",$0.001783,"20,181,636",*,Low Vol,-0.75%,-21.04%
XDE2,953,XDE II,? ,$1.90,?,*,Low Vol,-0.82%,-5.83%
DLISK,780,DAPPSTER,"$19,376 ",$0.000194,"100,000,000",*,Low Vol,-0.76%,19.25%
MONETA,949,Moneta,? ,$0.000310,?,Low Vol,-0.75%,-23.68%,0.90%
ACES,960,Aces,? ,$0.000158,?,*,Low Vol,-13.88%,6.06%
UNIFY,429,Unify,"$276,810 ",$0.016110,"17,181,940","$8,866",4.09%,17.52%,-3.47%
GAIA,547,GAIA,"$282,998 ",$0.011742,"24,101,381",*,Low Vol,-0.82%,-4.60%
XBC,215,Bitcoin Plus,"$6,283,261 ",$63.04,"99,672",*,"$117,569",-1.07%,-3.80%
XBB,297,Boolberry,"$2,392,643 ",$0.250999,"9,532,480","$589,158",13.62%,-54.62%,-61.98%
MAVRO,1043,Mavro,? ,$0.005731,?,Low Vol,?,-4.68%,-28.29%
LTH,1010,LAthaan,? ,$0.000310,?,Low Vol,-0.76%,?,-16.75%
MONA,120,MonaCoin,"$22,221,008 ",$0.416107,"53,402,150","$217,986",-2.49%,0.21%,13.61%
SPR,179,SpreadCoin,"$10,668,573 ",$1.24,"8,615,152","$48,551",-2.85%,-8.79%,-8.08%
BLITZ,244,Blitzcash,"$4,700,561 ",$1.15,"4,082,297",*,"$8,948",0.09%,-3.68%
OPES,1040,Opescoin,? ,$0.001210,?,Low Vol,?,?,-17.15%
TAG,306,TagCoin,"$2,135,261 ",$0.376847,"5,666,121","$23,204",1.61%,0.99%,-5.77%
LDOGE,368,LiteDoge,"$1,127,321 ",$0.000076,"14,827,888,502",*,"$1,754",-0.75%,1.87%
TAJ,756,TajCoin,"$24,569 ",$0.003594,"6,837,066",Low Vol,-0.64%,-14.23%,-44.52%
SNAKE,942,SnakeEyes,? ,$0.032335,?,*,Low Vol,-0.04%,-2.17%
PWR,833,Powercoin,"$1,937 ",$0.000039,"49,983,870",Low Vol,-0.82%,-4.60%,-6.35%
XPM,211,Primecoin,"$6,614,014 ",$0.325210,"20,337,670","$553,933",-0.83%,-11.37%,0.24%
GP,887,Goldpay Coin,? ,$0.004248,?,*,"$8,130",-2.22%,-2.99%
BTCS,450,Bitcoin Scrypt,"$145,651 ",$0.008952,"16,270,550",$512,-0.76%,2.24%,55.45%
IXC,343,Ixcoin,"$1,553,076 ",$0.073959,"20,999,088",*,$554,2.24%,-5.62%
MTLMC3,755,Metal Music Coin,"$24,772 ",$0.000311,"79,719,140",Low Vol,-0.75%,-27.84%,-20.36%
MINEX,876,Minex,? ,$0.429052,?,*,"$14,981",-0.12%,23.82%
CCRB,329,CryptoCarbon,"$1,803,233 ",$0.506226,"3,562,111",*,"$34,574",-0.19%,3.94%
NOBL,525,NobleCoin,"$534,872 ",$0.000233,"2,300,208,202",Low Vol,-0.76%,14.60%,11.44%
PRIMU,894,Primulon,? ,$0.000232,?,"$2,966",27.48%,40.24%,30.12%
XPY,580,PayCoin,"$166,490 ",$0.014183,"11,738,398",**,Low Vol,-0.75%,-25.80%
FEDS,842,FedoraShare,? ,$0.000023,?,*,"$5,060,860",0.00%,-0.31%
MIOTA,6,IOTA,"$2,390,270,965 ",$0.859955,"2,779,530,283",*,"$25,091,100",1.07%,-4.64%
FIMK,394,FIMKrypto,"$648,449 ",$0.001124,"577,004,618",*,$591,0.99%,-7.78%
BYC,382,Bytecent,"$805,782 ",$0.463130,"1,739,860","$19,365",-0.32%,-15.77%,5.89%
IXT,133,InsureX,"$19,472,779 ",$0.544254,"35,778,844",*,"$443,555",2.59%,-16.10%
BTCD,69,BitcoinDark,"$65,118,860 ",$50.52,"1,288,862","$101,808",-4.66%,-6.80%,-10.38%
JNS,502,Janus,"$2,198,051 ",$0.104177,"21,099,198",*,Low Vol,-0.45%,-10.39%
UNITS,569,GameUnits,"$206,162 ",$0.059362,"3,472,983",*,Low Vol,-0.75%,-62.06%
MAR,713,Marijuanacoin,"$44,576 ",$0.039727,"1,122,058",Low Vol,-0.76%,-11.56%,-19.84%
SNC,204,SunContract,"$7,253,771 ",$0.073893,"98,166,002",*,"$642,181",1.19%,-19.47%
SNGLS,61,SingularDTV,"$83,192,400 ",$0.138654,"600,000,000",*,"$766,223",0.62%,-5.96%
MAX,251,MaxCoin,"$4,311,107 ",$0.071884,"59,973,365","$195,707",0.50%,0.79%,9.13%
SNM,117,SONM,"$23,070,277 ",$0.069623,"331,360,000",*,"$301,927",0.14%,-6.35%
SDP,809,SydPak,"$8,529 ",$0.053633,"159,032",*,Low Vol,-0.76%,?
TP1,1047,KolschCoin,? ,$0.038101,?,Low Vol,?,-1.27%,-7.80%
SNT,40,Status,"$167,944,346 ",$0.048392,"3,470,483,788",*,"$7,643,340",-1.62%,-7.17%
WGO,395,WavesGo,"$648,303 ",$0.064850,"9,996,949",*,"$1,093",3.62%,-26.47%
MAD,665,SatoshiMadness,"$77,531 ",$0.000039,"2,000,683,485",*,Low Vol,-0.76%,-4.60%
LAZ,881,Lazaruscoin,? ,$0.002403,?,*,"$12,593",-9.52%,84.83%
AXF,875,AxFunds,? ,$0.067103,?,"$19,951",-0.54%,-2.31%,-4.99%
FEI,866,Fuda Energy,? ,$0.021027,?,"$40,481",0.00%,16.92%,4.01%
FFC,899,FireFlyCoin,? ,$0.000116,?,"$2,612",-23.42%,17.31%,15.68%
MAO,473,Mao Zedong,"$62,514 ",$0.012013,"5,203,745","$2,651",-13.10%,1.33%,-35.94%
GAIN,1055,UGAIN,? ,$0.000730,?,Low Vol,?,-5.43%,3.76%
GUC,962,GoldUnionCoin,? ,$1.84,?,*,Low Vol,-0.76%,62.33%
MGM,816,Magnum,"$6,548 ",$0.001747,"3,748,760",Low Vol,?,?,-20.29%
SHDW,396,Shadow Token,"$646,899 ",$0.092414,"7,000,000",*,$537,21.15%,0.36%
EVO,688,Evotion,"$60,474 ",$0.024491,"2,469,220",Low Vol,-0.64%,3.57%,-11.27%
DTB,130,Databits,"$19,834,474 ",$0.871929,"22,747,809",*,"$244,540",-3.29%,-11.62%
CME,1023,Cashme,? ,$0.000078,?,**,Low Vol,-0.82%,90.78%
TSE,632,Tattoocoin (S...,"$100,214 ",$0.001108,"90,421,856",*,Low Vol,1.72%,3.60%
GUN,653,Guncoin,"$88,460 ",$0.000468,"188,978,578",Low Vol,4.67%,-3.84%,-5.50%
TIC,1072,True Investme...,? ,$0.002937,?,*,?,?,?
GUP,141,Matchpool,"$16,940,775 ",$0.225877,"75,000,000",*,"$1,050,740",3.83%,-1.09%
PCN,971,PeepCoin,? ,$4e-07,?,*,Low Vol,-0.21%,-92.59%
TYCHO,877,Tychocoin,? ,$0.129084,?,"$14,172",-5.68%,-6.00%,19.58%
NYC,511,NewYorkCoin,"$845,939 ",$0.000014,"59,719,935,819",Low Vol,1.04%,-42.15%,-33.22%
CARBON,506,Carboncoin,"$1,192,953 ",$0.000078,"15,391,983,417",Low Vol,-0.76%,90.79%,46.61%
YBC,148,YbCoin,"$15,609,965 ",$5.17,"3,020,475",*,"$89,686",0.61%,0.41%
XBG,937,BTCGold,? ,$0.014726,?,Low Vol,-3.80%,49.35%,278.91%
BET,1049,BetaCoin,? ,$0.001980,?,Low Vol,?,-8.08%,-70.77%
CMP,258,Compcoin,"$4,142,500 ",$1.05,"3,959,000","$18,443",-0.82%,-20.84%,-7.16%
FBC,867,FiboCoins,? ,$0.054070,?,"$36,028",-1.83%,-3.21%,-8.57%
GRWI,865,Growers Inter...,? ,$0.775048,?,*,"$45,698",-0.49%,-3.72%
HUC,338,HunterCoin,"$1,605,303 ",$0.085449,"18,786,680","$37,596",-1.98%,-6.93%,5.00%
PEPE,342,PepeCoin,"$1,558,093 ",$0.155886,"9,995,078","$62,237",-1.55%,-12.60%,18.72%
LSK,22,Lisk,"$318,081,082 ",$2.86,"111,244,000",*,"$21,754,000",2.28%,2.34%
VGC,1012,VegasCoin,? ,$0.000620,?,Low Vol,-0.75%,-19.71%,-9.11%
BDL,879,Bitdeal,? ,$0.079984,?,"$14,027",-0.81%,-10.48%,-26.78%
TTC,636,TittieCoin,"$97,782 ",$0.000078,"1,259,816,434",Low Vol,-2.84%,-4.61%,-29.02%
SPORT,982,SportsCoin,? ,$0.001511,?,*,Low Vol,-0.75%,-4.60%
VLT,577,Veltor,"$176,381 ",$0.317886,"554,855",Low Vol,-0.75%,-25.54%,52.04%
BUMBA,709,BumbaCoin,"$46,403 ",$0.002093,"22,173,264",Low Vol,-0.76%,-24.24%,-26.45%
GRT,661,Grantcoin,"$81,628 ",$0.001938,"42,127,871",*,Low Vol,-0.76%,-6.47%
GRS,205,Groestlcoin,"$7,161,493 ",$0.104976,"68,220,289","$245,282",-4.59%,-5.29%,-2.26%
BLZ,792,BlazeCoin,"$15,182 ",$0.000025,"608,557,394",Low Vol,0.13%,-10.63%,-1.38%
BLU,521,BlueCoin,"$651,818 ",$0.001134,"574,683,675",Low Vol,-2.83%,-12.55%,7.65%
PEPECASH,197,Pepe Cash,"$8,090,898 ",$0.011527,"701,884,009",*,"$15,024",-0.82%,-2.90%
1337,330,1337,"$1,801,314 ",$0.000077,"23,271,653,631",*,"$4,302",0.39%,-16.98%
MARS,678,Marscoin,"$67,945 ",$0.002403,"28,279,074",Low Vol,-0.76%,-7.55%,-17.87%
DOLLAR,784,Dollar Online,"$18,987 ",$0.025189,"753,776",Low Vol,-0.76%,-4.60%,-30.94%
FLAX,657,Flaxscript,"$84,897 ",$0.015277,"5,557,228",Low Vol,-7.21%,3.34%,7.31%
RUSTBITS,503,Rustbits,"$2,072,673 ",$0.058715,"35,300,866",*,Low Vol,-1.29%,14.40%
GBRC,959,Global Busine...,? ,$0.000078,?,Low Vol,-0.75%,-36.40%,-6.35%
SC,34,Siacoin,"$185,861,890 ",$0.006456,"28,787,277,444","$5,089,350",-0.76%,-7.68%,-10.88%
FTC,186,Feathercoin,"$9,645,112 ",$0.055833,"172,748,680","$1,033,440",-0.07%,-7.46%,4.25%
GRE,351,Greencoin,"$1,380,258 ",$0.000419,"3,290,456,641",*,$546,-2.86%,-72.76%
GRC,164,GridCoin,"$12,444,966 ",$0.031885,"390,312,753","$143,079",0.90%,-5.25%,6.16%
BLK,138,BlackCoin,"$18,068,795 ",$0.236733,"76,325,629",*,"$1,249,950",2.32%,-1.19%
WGR,137,Wagerr,"$18,365,880 ",$0.100360,"183,000,000",*,"$104,276",3.19%,-3.15%
SPRTS,501,Sprouts,"$2,304,277 ",$0.000006,"401,165,247,107",*,Low Vol,-40.27%,6.79%
BLC,613,Blakecoin,"$118,452 ",$0.007833,"15,122,697",Low Vol,5.76%,-24.59%,-15.80%
