symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk
MIU,1029,MIYUCoin,? ,$0.000044,?,Low Vol,1.39%,2.77%,-4.46%
XBY,196,XTRABYTES,"$9,926,495 ",$0.023522,"422,000,000",*,"$73,111",9.07%,4.99%
CPN,703,CompuCoin,"$64,892 ",$0.003308,"19,615,019",Low Vol,1.46%,-11.17%,5.37%
CHEAP,1007,Cheapcoin,? ,$0.000087,?,*,Low Vol,1.01%,?
BLAS,476,BlakeStar,"$126,133 ",$0.000509,"247,764,352","$4,183",-5.00%,-7.32%,-20.69%
CPC,376,Capricoin,"$1,212,684 ",$0.609375,"1,990,045",*,"$211,314",15.16%,24.25%
EOS,28,EOS,"$268,091,057 ",$0.816078,"328,511,561",*,"$30,430,000",2.38%,-2.89%
SIB,116,SIBCoin,"$25,380,059 ",$1.65,"15,373,375","$1,144,520",-0.77%,58.26%,46.73%
JWL,750,Jewels,"$36,900 ",$0.001828,"20,181,636",*,Low Vol,1.46%,2.72%
XDE2,1026,XDE II,? ,$1.35,?,*,Low Vol,1.46%,3.45%
DLISK,798,DAPPSTER,"$21,577 ",$0.000216,"100,000,000",*,Low Vol,?,?
EOT,877,EOT Token,? ,$1.14,?,*,"$90,527",2.87%,-6.31%
ACES,1009,Aces,? ,$0.000092,?,*,Low Vol,-21.10%,-21.86%
UNIFY,403,Unify,"$752,839 ",$0.043303,"17,385,378","$13,766",7.19%,-0.96%,59.21%
GAIA,584,GAIA,"$316,856 ",$0.013147,"24,101,381",*,Low Vol,1.76%,5.37%
XBC,217,Bitcoin Plus,"$7,724,576 ",$77.05,"100,249",*,"$132,719",1.47%,3.59%
XBB,327,Boolberry,"$2,325,944 ",$0.244002,"9,532,480","$99,667",1.46%,2.72%,-5.61%
MAVRO,1045,Mavro,? ,$0.005398,?,Low Vol,1.46%,9.80%,-36.30%
LTH,1063,LAthaan,? ,$0.000348,?,Low Vol,1.46%,13.89%,-4.46%
MONA,111,MonaCoin,"$26,952,073 ",$0.501632,"53,728,775","$339,982",-1.43%,-4.80%,3.40%
SPR,154,SpreadCoin,"$16,733,070 ",$1.92,"8,697,700","$135,415",2.65%,7.13%,-28.08%
BLITZ,202,Blitzcash,"$8,699,469 ",$2.13,"4,085,792",*,"$619,716",3.37%,47.42%
OPES,1065,Opescoin,? ,$0.001219,?,Low Vol,1.39%,?,-7.75%
TAG,367,TagCoin,"$1,504,020 ",$0.263939,"5,698,363","$82,435",-0.87%,-1.80%,-30.44%
LDOGE,390,LiteDoge,"$927,185 ",$0.000062,"14,837,256,003",*,"$6,744",-28.25%,-21.12%
EXL,921,Excelcoin,? ,$0.001345,?,"$2,117",23.51%,-16.47%,-50.38%
TAJ,796,TajCoin,"$22,339 ",$0.003199,"6,982,426",Low Vol,1.57%,3.28%,-23.11%
MNM,616,Mineum,"$173,987 ",$0.018438,"9,436,367",Low Vol,2.65%,77.40%,-17.81%
PWR,848,Powercoin,"$2,176 ",$0.000044,"49,983,870",Low Vol,1.46%,2.72%,-4.46%
XPM,243,Primecoin,"$5,756,532 ",$0.280658,"20,510,842","$1,219,620",1.60%,2.30%,-37.41%
AGLC,687,AgrolifeCoin,"$78,024 ",$0.012712,"6,138,040",*,Low Vol,1.46%,-25.85%
XPTX,445,PlatinumBAR,"$308,090 ",$1.15,"268,497","$2,015",65.32%,83.36%,150.28%
IXC,535,Ixcoin,"$1,655,167 ",$0.078821,"20,999,088",*,Low Vol,1.60%,9.98%
MTLMC3,755,Metal Music Coin,"$36,075 ",$0.000453,"79,719,140",Low Vol,1.46%,6.78%,2.31%
MINEX,1085,Minex,? ,$0.084698,?,*,Low Vol,?,?
PLU,197,Pluton,"$9,657,609 ",$11.36,"850,000",*,"$99,333",0.27%,10.28%
NOBL,558,NobleCoin,"$550,854 ",$0.000239,"2,302,168,965",Low Vol,0.55%,4.99%,2.19%
PRIMU,990,Primulon,? ,$0.000087,?,Low Vol,1.18%,2.39%,-46.00%
XPY,593,PayCoin,"$248,628 ",$0.021079,"11,794,937",**,Low Vol,1.46%,15.92%
FEDS,924,FedoraShare,? ,$0.000017,?,*,"$1,603",0.00%,-11.17%
MIOTA,9,IOTA,"$1,696,180,560 ",$0.610240,"2,779,530,283",*,"$54,741,500",2.51%,5.42%
FID,868,BITFID,? ,$0.084292,?,*,"$471,426",-3.81%,-12.03%
FIMK,396,FIMKrypto,"$803,802 ",$0.001393,"577,004,618",*,"$1,121",-9.13%,-9.94%
BYC,387,Bytecent,"$996,519 ",$0.565929,"1,760,854","$28,800",1.75%,-4.14%,-12.17%
IXT,167,iXledger,"$14,541,560 ",$0.406429,"35,778,844",*,"$91,639",-0.93%,5.35%
BTCD,48,BitcoinDark,"$143,088,191 ",$111.02,"1,288,862","$803,857",1.99%,10.73%,67.54%
JNS,333,Janus,"$2,224,893 ",$0.105180,"21,153,198",*,$570,1.33%,24.18%
UNITS,636,GameUnits,"$138,867 ",$0.039985,"3,472,983",*,Low Vol,1.40%,19.03%
MAR,681,Marijuanacoin,"$79,121 ",$0.067320,"1,175,289",Low Vol,1.02%,-1.68%,-17.13%
SNC,261,SunContract,"$4,946,467 ",$0.048003,"103,043,888",*,"$80,470",-0.69%,29.93%
TOPAZ,1081,Topaz Coin,? ,$0.056010,?,Low Vol,1.13%,2.45%,-14.97%
SNGLS,65,SingularDTV,"$82,909,800 ",$0.138183,"600,000,000",*,"$756,021",4.68%,30.53%
MAX,334,MaxCoin,"$2,196,782 ",$0.036535,"60,128,325","$308,121",0.91%,23.40%,-54.97%
SNM,140,SONM,"$19,182,364 ",$0.057890,"331,360,000",*,"$300,952",-3.58%,2.73%
SDP,832,SydPak,"$8,528 ",$0.053589,"159,145",*,Low Vol,1.46%,?
TP1,1071,KolschCoin,? ,$0.030778,?,Low Vol,1.46%,16.92%,?
SNT,54,Status,"$103,104,256 ",$0.029709,"3,470,483,788",*,"$6,370,040",1.26%,4.91%
WGO,398,WavesGo,"$800,661 ",$0.080090,"9,996,979",*,"$1,060",1.74%,29.91%
MAD,671,SatoshiMadness,"$87,096 ",$0.000044,"2,000,683,485",*,Low Vol,1.46%,2.72%
LAZ,1052,Lazaruscoin,? ,$0.001524,?,*,Low Vol,1.46%,32.74%
AXF,885,AxFunds,? ,$0.037079,?,"$49,465",9.79%,10.35%,-42.89%
FEI,881,Fuda Energy,? ,$0.015114,?,"$75,120",0.00%,-4.56%,-11.58%
UGT,860,UG Token,? ,$0.196511,?,*,"$3,654,890",0.59%,-6.49%
FFC,993,FireFlyCoin,? ,$0.000108,?,Low Vol,1.93%,27.48%,7.54%
MAO,474,Mao Zedong,"$139,736 ",$0.026853,"5,203,745","$2,700",6.75%,-7.75%,-13.32%
GAIN,1048,UGAIN,? ,$0.000218,?,Low Vol,1.46%,-66.58%,-70.92%
GUC,1091,GoldUnionCoin,? ,$0.516244,?,*,Low Vol,?,1.50%
MGM,838,Magnum,"$5,712 ",$0.001524,"3,748,760",Low Vol,1.46%,2.31%,-32.53%
SHDW,577,Shadow Token,"$341,309 ",$0.048758,"7,000,000",*,Low Vol,1.85%,13.10%
USDE,484,USDe,"$98,743 ",$0.000087,"1,134,120,405","$14,233",-5.44%,-87.75%,-96.26%
DTB,165,Databits,"$14,996,788 ",$0.659263,"22,747,809",*,"$62,723",2.56%,14.47%
CME,1068,Cashme,? ,$0.000044,?,**,Low Vol,1.46%,?
TSE,712,Tattoocoin (S...,"$59,045 ",$0.000653,"90,421,856",*,Low Vol,22.39%,-1.67%
GUN,700,Guncoin,"$66,314 ",$0.000348,"190,295,128",Low Vol,1.48%,-1.65%,-17.64%
GUP,170,Matchpool,"$14,330,775 ",$0.191077,"75,000,000",*,"$374,789",0.28%,4.27%
PCN,977,PeepCoin,? ,$0.000044,?,*,Low Vol,1.46%,2538.93%
TYCHO,923,Tychocoin,? ,$0.108832,?,"$1,672",3.51%,-5.91%,-24.62%
NYC,460,NewYorkCoin,"$220,618 ",$0.000004,"59,719,935,819","$1,257",2.52%,17.71%,-10.90%
CARBON,541,Carboncoin,"$1,340,117 ",$0.000087,"15,391,989,964",Low Vol,77.35%,105.44%,2.04%
YBC,164,YbCoin,"$15,018,804 ",$4.97,"3,020,500",*,"$5,100,390",1.47%,1.93%
XBG,1079,BTCGold,? ,$0.006843,?,Low Vol,?,2.84%,-59.61%
BET,1012,BetaCoin,? ,$0.001792,?,Low Vol,1.51%,-20.75%,-2.80%
CMP,304,Compcoin,"$2,931,071 ",$0.694101,"4,222,830","$14,390",0.14%,-9.20%,-8.96%
FBC,884,FiboCoins,? ,$0.015445,?,"$58,539",0.00%,-18.50%,-58.39%
HUC,344,HunterCoin,"$1,932,566 ",$0.101693,"19,003,920","$26,868",3.47%,5.07%,-15.02%
LSK,15,Lisk,"$657,386,330 ",$5.88,"111,847,570",*,"$32,423,900",1.25%,9.97%
BDL,890,Bitdeal,? ,$0.070186,?,"$30,439",0.77%,-3.93%,-19.59%
TTC,632,TittieCoin,"$144,525 ",$0.000115,"1,259,816,434",Low Vol,2.55%,33.82%,-22.20%
SPORT,1095,SportsCoin,? ,$0.000937,?,*,Low Vol,?,0.55%
TOKEN,853,SwapToken,"$1,226 ",$8e-08,"15,320,585,365",*,Low Vol,56.68%,-24.52%
VLT,447,Veltor,"$291,424 ",$0.525225,"554,855","$1,562",1.46%,2.75%,-8.34%
