symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk
Mercury,330,MER,MER,"$3,560,820",$0.035608,"100,000,000",*,"$31,944",-0.16%
Scorecoin,517,SCORE,SCORE,"$336,225",$0.011080,"30,346,591",$701,-0.08%,-0.72%
LIFE,1004,LIFE,LIFE,?,$0.000093,?,*,"$28,703",-16.32%
Compcoin,185,CMP,CMP,"$14,594,265",$3.39,"4,305,220","$280,318",37.79%,-20.59%
Monetha,176,MTH,MTH,"$15,377,144",$0.070921,"216,819,832",*,"$405,194",-0.21%
Cyder,1123,CYDER,CYDER,?,$0.000245,?,*,Low Vol,-0.21%
FedoraCoin,375,TIPS,TIPS,"$2,320,180",$0.000005,"443,168,182,458","$1,096",0.37%,-42.41%
BitDice,187,CSNO,CSNO,"$14,210,490",$0.203007,"70,000,000",*,"$46,125",-0.09%
EOS,23,EOS,EOS,"$306,493,126",$0.699518,"438,149,019",*,"$16,825,300",-0.55%
Bowhead,626,AHT,AHT,"$890,696",$0.111337,"8,000,000",*,Low Vol,-0.19%
Ethereum Gold,495,ETG,ETG,"$484,316",$0.040360,"12,000,000",*,"$116,476",-8.68%
DomRaider,980,DRT,DRT,?,$0.046317,?,*,"$106,797",15.17%
Populous,43,PPT,PPT,"$141,667,638",$3.43,"41,252,246",*,"$350,540",-2.09%
RouletteToken,502,RLT,RLT,"$436,245",$0.043096,"10,122,761",*,"$6,440",-0.57%
BlackCoin,181,BLK,BLK,"$14,946,657",$0.195482,"76,460,528",*,"$237,323",-2.90%
Monero,10,XMR,XMR,"$1,350,538,598",$88.33,"15,289,278","$26,866,600",-0.06%,-0.40%
Zilbercoin,1048,ZBC,ZBC,?,$0.036650,?,*,"$1,663",-0.18%
BT1 [CST],967,BT1,BT1,?,$5269.00,?,*,"$315,506",-0.16%
Sativacoin,768,STV,STV,"$74,596",$0.010528,"7,085,375",Low Vol,-0.54%,-0.63%
High Voltage,898,HVCO,HVCO,"$15,666",$0.010485,"1,494,171",*,Low Vol,?
Royalties,1225,XRY,XRY,?,$0.047937,?,Low Vol,?,?
LTBcoin,747,LTBC,LTBC,"$93,177",$0.000189,"493,863,915",*,Low Vol,?
Unobtanium,212,UNO,UNO,"$11,715,041",$59.22,"197,835","$22,248",2.27%,-2.62%
CrevaCoin,595,CREVA,CREVA,"$17,967",$0.000494,"36,390,750",$667,-10.70%,-24.35%
AudioCoin,408,ADC,ADC,"$1,541,321",$0.001856,"830,287,679","$1,991",-10.80%,33.60%
MACRON,853,MCRN,MCRN,"$33,765",$0.000084,"401,421,401",*,Low Vol,15.12%
OctoCoin,756,888,888,"$86,140",$0.001722,"50,023,900",Low Vol,-4.03%,-11.60%
Substratum,125,SUB,SUB,"$28,382,616",$0.125536,"226,091,449",*,"$283,812",-1.64%
AdShares,413,ADST,ADST,"$1,485,115",$0.122871,"12,086,779",*,"$1,096",-0.21%
PlayerCoin,580,PLACO,PLACO,"$49,517",$0.001410,"35,120,000","$28,759",-6.94%,0.97%
BriaCoin,459,BRIA,BRIA,"$751,336",$1.60,"469,391",*,"$3,586",-0.09%
Aces,1149,ACES,ACES,?,$0.000061,?,*,Low Vol,-0.17%
Hedge,306,HDG,HDG,"$4,439,033",$1.20,"3,709,674",*,"$144,146",-1.81%
Deutsche eMark,531,DEM,DEM,"$248,424",$0.008938,"27,793,416",$836,-0.01%,-2.42%
KushCoin,712,KUSH,KUSH,"$129,898",$0.023854,"5,445,524",Low Vol,10.94%,7.14%
PoSToken,489,POS,POS,"$517,984",$0.894678,"578,962",*,"$8,420",-0.30%
Darcrus,426,DAR,DAR,"$1,232,152",$0.090597,"13,600,388",*,"$1,659",-0.12%
EarthCoin,468,EAC,EAC,"$701,102",$0.000061,"11,468,770,263","$1,606",-0.21%,-2.06%
Bismuth,377,BIS,BIS,"$2,246,921",$0.459816,"4,886,565","$12,475",9.98%,25.08%
Po.et,219,POE,POE,"$10,498,400",$0.004914,"2,136,283,004",*,"$12,208",0.24%
Peacecoin,1158,PEC,PEC,?,$0.001778,?,*,Low Vol,-0.21%
Renos,619,RNS,RNS,"$1,308,676",$0.039233,"33,356,077",*,Low Vol,-4.39%
Golfcoin,1146,GOLF,GOLF,?,$0.000061,?,Low Vol,-0.20%,-0.10%
Ethereum,2,ETH,ETH,"$29,533,938,939",$309.49,"95,427,456","$315,596,000",0.41%,0.65%
HOdlcoin,550,HODL,HODL,"$185,076",$0.001287,"143,765,060","$2,172",-8.89%,-22.63%
Spots,804,SPT,SPT,"$55,934",$0.002496,"22,406,021",Low Vol,0.89%,9.75%
Obsidian,256,ODN,ODN,"$6,754,701",$0.276832,"24,400,000",*,"$70,456",-2.42%
Tattoocoin (L...,1142,TLE,TLE,?,$0.043402,?,*,Low Vol,-0.21%
KashhCoin,1140,KASHH,KASHH,?,$0.000042,?,*,Low Vol,-19.42%
LinkedCoin,1097,LKC,LKC,?,$0.000123,?,Low Vol,-0.19%,?
SIGMAcoin,1012,SIGMA,SIGMA,?,$0.049362,?,*,"$13,129",0.30%
GBCGoldCoin,852,GBC,GBC,"$34,038",$0.002996,"11,361,817",Low Vol,0.00%,-10.77%
SOILcoin,838,SOIL,SOIL,"$39,245",$0.006883,"5,702,048",Low Vol,-0.22%,-9.94%
Dollarcoin,727,DLC,DLC,"$117,235",$0.012873,"9,106,714",Low Vol,-0.21%,1.95%
Abncoin,947,ABN,ABN,$562,$0.008294,"67,700",Low Vol,-0.19%,-18.95%
AMIS,1221,AMIS,AMIS,?,$378.87,?,*,Low Vol,?
ZClassic,336,ZCL,ZCL,"$3,349,849",$1.85,"1,809,800","$112,275",-0.68%,2.55%
BTCGold,1233,XBG,XBG,?,$0.002859,?,?,?,?
Crave,346,CRAVE,CRAVE,"$3,027,238",$2.14,"1,413,316",*,"$11,805",-0.21%
YashCoin,613,YASH,YASH,"$3,494,314",$0.349423,"10,000,241",*,Low Vol,-0.17%
MustangCoin,798,MST,MST,"$59,300",$0.094076,"630,343",Low Vol,?,-14.42%
WayGuide,686,WAY,WAY,"$204,901",$0.002048,"100,040,708",*,Low Vol,?
Operand,1200,OP,OP,?,$0.000794,?,*,Low Vol,?
Tao,290,XTO,XTO,"$5,189,738",$0.159205,"32,597,830","$5,284",-0.19%,-13.42%
Antimatter,1117,ANTX,ANTX,?,$0.000039,?,Low Vol,-0.27%,-36.39%
Quantum Resis...,105,QRL,QRL,"$36,821,356",$0.708103,"52,000,000",*,"$166,263",0.38%
InvisibleCoin,1088,IVZ,IVZ,?,$0.129103,?,*,Low Vol,-0.20%
Impact,594,IMX,IMX,"$20,040",$0.000183,"109,508,955",$504,-0.21%,-25.46%
netBit,1174,NBIT,NBIT,?,$0.013609,?,*,Low Vol,-0.21%
WhiteCoin,247,XWC,XWC,"$7,767,378",$0.031264,"248,443,207",*,"$290,061",-0.10%
FlavorCoin,836,FLVR,FLVR,"$40,670",$0.001946,"20,898,106",*,Low Vol,?
Kurrent,802,KURT,KURT,"$56,870",$0.005733,"9,919,485",Low Vol,-0.21%,19.12%
Phoenixcoin,663,PXC,PXC,"$327,927",$0.005328,"61,550,233",Low Vol,-0.21%,12.66%
Jinn,269,JINN,JINN,"$6,189,879",$105.44,"58,703",*,"$1,371",-0.35%
Blackstar,840,BSTAR,BSTAR,"$38,733",$0.000061,"630,795,971",*,Low Vol,?
IrishCoin,1112,IRL,IRL,?,$0.001349,?,Low Vol,-0.21%,-21.51%
Tyrocoin,1044,TYC,TYC,?,$0.033961,?,"$2,097",37.18%,-57.88%
BritCoin,527,BRIT,BRIT,"$280,692",$0.013198,"21,268,092",$656,-0.20%,-35.53%
Opus,367,OPT,OPT,"$2,443,453",$0.017443,"140,080,549",*,"$2,402",0.11%
Bitradio,417,BRO,BRO,"$1,410,111",$0.243372,"5,794,058",*,"$3,127",-1.22%
Helleniccoin,331,HNC,HNC,"$3,440,972",$0.054191,"63,496,879","$19,778",-0.20%,5.18%
Bitcoin Silver,1007,BTCS,BTCS,?,$0.027766,?,*,"$20,835",-17.71%
BuzzCoin,1010,BUZZ,BUZZ,?,$0.000354,?,"$15,096",15.34%,-0.55%
bitGold,728,BITGOLD,BITGOLD,"$116,959",$1299.99,89.9694,*,Low Vol,-0.36%
FireFlyCoin,1108,FFC,FFC,?,$0.000061,?,Low Vol,-0.21%,-0.76%
GAIA,658,GAIA,GAIA,"$372,740",$0.015466,"24,101,381",*,Low Vol,?
DigitalDevelo...,506,DDF,DDF,"$414,422",$0.080968,"5,118,307",*,$637,0.11%
Regalcoin,954,REC,REC,?,$75.78,?,"$4,125,410",1.28%,2.61%
DraftCoin,448,DFT,DFT,"$866,589",$0.444612,"1,949,090",*,"$55,005",-0.19%
Terracoin,324,TRC,TRC,"$3,768,009",$0.176237,"21,380,350","$6,526",-0.79%,-3.67%
BeaverCoin,824,BVC,BVC,"$45,114",$0.014482,"3,115,258",Low Vol,?,0.14%
Bitcrystals,260,BCY,BCY,"$6,661,894",$0.286742,"23,233,059",*,"$56,660",0.48%
808Coin,447,808,808,"$891,128",$0.000979,"910,624,824","$19,895",6.27%,9.83%
Frazcoin,931,FRAZ,FRAZ,"$4,087",$0.000474,"8,627,072",Low Vol,99.26%,-67.27%
PinkCoin,249,PINK,PINK,"$7,563,238",$0.020700,"365,370,300","$486,904",0.61%,6.06%
Skeincoin,1150,SKC,SKC,?,$0.001839,?,Low Vol,-0.19%,-3.34%
GoldBlocks,742,GB,GB,"$104,906",$0.007346,"14,280,574",Low Vol,-0.34%,-9.11%
EuropeCoin,313,ERC,ERC,"$4,124,814",$0.415078,"9,937,442","$23,700",-1.53%,6.11%
BigUp,688,BIGUP,BIGUP,"$194,025",$0.000092,"2,099,719,372",Low Vol,-0.23%,52.49%
Enigma,930,XNG,XNG,"$4,279",$0.257347,"16,627",Low Vol,-0.20%,23.07%
RonPaulCoin,762,RPC,RPC,"$79,172",$0.089321,"886,379",Low Vol,-0.20%,34.56%
Swapcoin,1138,SWP,SWP,?,$0.169680,?,*,Low Vol,0.30%
Einsteinium,169,EMC2,EMC2,"$16,079,541",$0.074662,"215,365,616","$1,198,560",-2.77%,16.16%
vSlice,262,VSL,VSL,"$6,653,490",$0.199263,"33,390,496",*,"$204,784",-0.31%
Lampix,274,PIX,PIX,"$5,839,416",$0.051529,"113,322,017",*,"$10,636",0.30%
Emercoin,150,EMC,EMC,"$20,373,183",$0.497956,"40,913,622","$429,561",-1.12%,12.47%
I/O Coin,78,IOC,IOC,"$61,489,886",$3.75,"16,376,472",*,"$194,785",0.60%
Litecoin,5,LTC,LTC,"$3,032,939,203",$56.57,"53,613,157","$126,460,000",-0.06%,0.06%
CasinoCoin,225,CSC,CSC,"$9,943,743",$0.257602,"38,601,187","$26,657",17.08%,52.93%
Gold Pressed ...,879,GPL,GPL,"$25,505",$0.102988,"247,647",Low Vol,-0.21%,-29.74%
Doubloon,592,BOAT,BOAT,"$23,590",$0.001272,"18,547,845",$669,-0.19%,-24.34%
Cryptonite,516,XCN,XCN,"$339,922",$0.000930,"365,399,418","$1,169",-2.11%,2.96%
Bitcurrency,703,BTCR,BTCR,"$151,696",$0.000894,"169,598,616",*,Low Vol,-0.21%
1337,604,1337,1337,"$1,748",$0.000045,"38,496,225",*,"$2,657",-0.58%
BitcoinZ,352,BTCZ,BTCZ,"$2,754,293",$0.010674,"258,037,541","$100,099",1.15%,16.45%
iEthereum,1002,IETH,IETH,?,$0.016599,?,*,"$29,908",-0.94%
LiteBitcoin,601,LBTC,LBTC,"$4,180",$0.001311,"3,188,280",$918,-7.70%,-31.18%
SkinCoin,432,SKIN,SKIN,"$1,111,667",$0.012606,"88,183,483",*,"$58,027",1.16%
WomenCoin,510,WOMEN,WOMEN,"$400,080",$0.009047,"44,220,400","$5,151",-9.38%,-19.40%
Clinton,1204,CLINT,CLINT,?,$0.009311,?,*,Low Vol,?
Chronobank,156,TIME,TIME,"$17,996,318",$25.34,"710,113",*,"$602,643",-0.19%
Ripto Bux,729,RBX,RBX,"$116,853",$0.000307,"381,236,123",*,Low Vol,-0.21%
FujiCoin,501,FJC,FJC,"$454,859",$0.000393,"1,158,362,378",$637,-6.43%,-16.69%
Gapcoin,753,GAP,GAP,"$86,849",$0.007343,"11,827,176",Low Vol,0.19%,4.33%
Capricoin,466,CPC,CPC,"$707,348",$0.355443,"1,990,045",*,"$41,761",-1.39%
I0Coin,670,I0C,I0C,"$280,423",$0.013364,"20,983,597",Low Vol,-0.22%,0.21%
Bolivarcoin,558,BOLI,BOLI,"$154,739",$0.019260,"8,034,025",$913,-3.57%,4.08%
Hyper,1064,HYPER,HYPER,?,$0.032245,?,$636,-0.20%,?
Nuls,1027,NULS,NULS,?,$0.122543,?,*,"$5,557",-2.21%
Karmacoin,1185,KARMA,KARMA,?,$0.000061,?,Low Vol,-0.19%,?
Paccoin,1043,PAC,PAC,?,$4.4e-07,?,"$2,182",8.83%,-7.11%
PetroDollar,719,XPD,XPD,"$125,406",$0.001960,"63,993,275",Low Vol,-2.14%,17.25%
Ammo Rewards,841,AMMO,AMMO,"$38,144",$0.000490,"77,777,777",*,Low Vol,-0.19%
