symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk
MIU,982,MIYUCoin,? ,$0.000043,?,Low Vol,-0.01%,-0.28%,8.21%
XBY,178,XTRABYTES,"$14,772,290 ",$0.022727,"650,000,000",*,"$64,042",-0.90%,-11.52%
CPN,705,CompuCoin,"$59,643 ",$0.003041,"19,615,019",Low Vol,-0.01%,-9.52%,-0.80%
CHEAP,991,Cheapcoin,? ,$0.000043,?,*,Low Vol,-0.01%,-0.46%
BLAS,484,BlakeStar,"$118,891 ",$0.000482,"246,464,519","$4,012",8.71%,-12.46%,-5.81%
CPC,385,Capricoin,"$1,039,916 ",$0.522559,"1,990,045",*,"$127,650",-3.78%,9.57%
EOS,20,EOS,"$414,531,095 ",$1.33,"311,410,592",*,"$17,949,700",-0.10%,-0.62%
SIB,165,SIBCoin,"$16,965,258 ",$1.11,"15,311,881","$48,369",-0.47%,-4.23%,-0.33%
JWL,740,Jewels,"$44,717 ",$0.002216,"20,181,636",*,Low Vol,-0.01%,1.53%
GAIN,1039,UGAIN,? ,$0.000284,?,Low Vol,-0.01%,-65.76%,-62.58%
DLISK,786,DAPPSTER,"$26,067 ",$0.000261,"100,000,000",*,Low Vol,-0.01%,9.46%
EOT,875,EOT Token,? ,$0.973189,?,*,"$67,100",-19.82%,?
ACES,1021,Aces,? ,$0.000087,?,*,Low Vol,9.08%,4.00%
UNIFY,436,Unify,"$388,827 ",$0.022365,"17,385,378","$9,137",4.28%,-1.44%,51.69%
GAIA,583,GAIA,"$281,668 ",$0.011687,"24,101,381",*,Low Vol,0.01%,?
XBC,207,Bitcoin Plus,"$9,095,951 ",$90.99,"99,963",*,"$1,111,450",3.69%,21.25%
XBB,321,Boolberry,"$2,430,592 ",$0.254980,"9,532,480","$79,173",-0.95%,5.93%,-62.54%
MAVRO,1003,Mavro,? ,$0.006734,?,Low Vol,-0.01%,-22.47%,14.18%
LTH,1065,LAthaan,? ,$0.000348,?,Low Vol,-0.01%,-0.46%,9.06%
MONA,122,MonaCoin,"$26,587,264 ",$0.496503,"53,549,050","$304,704",0.16%,-0.30%,15.57%
SPR,135,SpreadCoin,"$23,990,241 ",$2.77,"8,652,522","$296,881",2.47%,-6.31%,107.09%
BLITZ,252,Blitzcash,"$5,600,109 ",$1.37,"4,083,647",*,"$18,189",0.01%,-3.22%
OPES,1059,Opescoin,? ,$0.001086,?,Low Vol,-0.01%,-14.19%,?
TAG,337,TagCoin,"$2,109,869 ",$0.371321,"5,682,063","$48,515",-0.04%,-4.20%,-0.97%
LDOGE,392,LiteDoge,"$923,495 ",$0.000062,"14,832,111,502",*,"$2,415",-5.78%,-22.18%
EXL,935,Excelcoin,? ,$0.001477,?,$765,-0.02%,-9.35%,-51.51%
TAJ,782,TajCoin,"$27,998 ",$0.004070,"6,878,387",Low Vol,0.01%,-5.44%,-3.60%
SNAKE,928,SnakeEyes,? ,$0.047457,?,*,"$1,035",-22.60%,19.58%
PWR,839,Powercoin,"$2,172 ",$0.000043,"49,983,870",Low Vol,-0.01%,-0.46%,9.06%
XPM,204,Primecoin,"$9,590,863 ",$0.469764,"20,416,344","$2,000,810",-1.57%,-3.75%,40.11%
GP,889,Goldpay Coin,? ,$0.004387,?,*,"$23,045",0.00%,0.45%
BTCS,599,Bitcoin Scrypt,"$214,979 ",$0.013201,"16,284,525",Low Vol,-0.03%,-3.39%,43.36%
IXC,347,Ixcoin,"$1,918,685 ",$0.091370,"20,999,088",*,$709,-0.01%,10.17%
MTLMC3,772,Metal Music Coin,"$31,167 ",$0.000391,"79,719,140",Low Vol,-0.02%,-13.09%,2.00%
MINEX,972,Minex,? ,$0.133751,?,*,Low Vol,-0.02%,-19.20%
CCRB,357,CryptoCarbon,"$1,760,096 ",$0.494116,"3,562,111",*,"$44,545",0.25%,-1.24%
NOBL,557,NobleCoin,"$598,489 ",$0.000260,"2,301,039,996",Low Vol,-0.01%,?,5.51%
PRIMU,979,Primulon,? ,$0.000098,?,Low Vol,0.16%,-40.75%,-35.62%
XPY,441,PayCoin,"$357,502 ",$0.030446,"11,742,178",**,$500,0.01%,55.22%
FEDS,845,FedoraShare,? ,$0.000018,?,*,"$12,024,300",0.00%,-3.48%
MIOTA,8,IOTA,"$2,364,157,278 ",$0.850560,"2,779,530,283",*,"$23,099,800",-1.41%,-7.42%
FID,858,BITFID,? ,$0.309070,?,*,"$501,643",0.58%,?
FIMK,386,FIMKrypto,"$1,002,724 ",$0.001738,"577,004,618",*,"$1,196",1.26%,6.05%
BYC,379,Bytecent,"$1,082,748 ",$0.618791,"1,749,779","$30,478",0.94%,-0.94%,19.52%
IXT,156,InsureX,"$18,120,124 ",$0.506448,"35,778,844",*,"$330,900",-1.29%,-12.46%
BTCD,66,BitcoinDark,"$84,328,706 ",$65.43,"1,288,862","$261,220",-1.61%,8.31%,18.76%
JNS,324,Janus,"$2,356,085 ",$0.111382,"21,153,198",*,$760,0.10%,17.43%
UNITS,477,GameUnits,"$141,277 ",$0.040679,"3,472,983",*,$935,1.97%,-3.37%
MAR,682,Marijuanacoin,"$79,468 ",$0.069406,"1,144,970",Low Vol,0.81%,2.32%,57.94%
SNC,257,SunContract,"$5,392,749 ",$0.054935,"98,166,002",*,"$419,756",-0.32%,-12.52%
SNGLS,72,SingularDTV,"$78,145,200 ",$0.130242,"600,000,000",*,"$724,446",0.42%,-11.10%
MAX,259,MaxCoin,"$5,300,771 ",$0.088281,"60,044,229","$1,016,040",1.46%,10.68%,27.53%
SNM,128,SONM,"$25,598,422 ",$0.077253,"331,360,000",*,"$325,659",-16.07%,3.08%
SDP,820,SydPak,"$11,642 ",$0.073177,"159,094",*,Low Vol,?,-1.31%
TP1,1040,KolschCoin,? ,$0.028978,?,Low Vol,-0.01%,-0.16%,-24.00%
SNT,45,Status,"$169,775,720 ",$0.048920,"3,470,483,788",*,"$7,727,390",-0.54%,-4.27%
WGO,403,WavesGo,"$801,550 ",$0.080180,"9,996,949",*,"$1,765",-0.13%,13.02%
MAD,671,SatoshiMadness,"$86,920 ",$0.000043,"2,000,683,485",*,Low Vol,-0.01%,-0.46%
LAZ,1006,Lazaruscoin,? ,$0.001868,?,*,Low Vol,-0.01%,-2.72%
AXF,900,AxFunds,? ,$0.064270,?,"$10,749",0.00%,-3.03%,-5.64%
FEI,903,Fuda Energy,? ,$0.017395,?,"$6,353",0.00%,-2.02%,-3.78%
FFC,983,FireFlyCoin,? ,$0.000087,?,Low Vol,-0.01%,-19.34%,2.57%
MAO,480,Mao Zedong,"$126,588 ",$0.024326,"5,203,745","$1,361",-0.02%,-15.92%,130.03%
XDE2,1061,XDE II,? ,$1.34,?,*,Low Vol,-0.01%,-0.54%
GUC,1082,GoldUnionCoin,? ,$1.91,?,*,Low Vol,?,-0.53%
MGM,826,Magnum,"$8,143 ",$0.002172,"3,748,760",Low Vol,-0.01%,-0.46%,?
CNNC,478,Cannation,"$140,038 ",$0.056538,"2,476,893",$541,-0.10%,-6.13%,-48.22%
EVO,712,Evotion,"$56,884 ",$0.023037,"2,469,220",Low Vol,-4.28%,4.13%,-2.77%
DTB,147,Databits,"$19,845,188 ",$0.872400,"22,747,809",*,"$70,381",-1.02%,6.59%
