symbol,ranking by market cap,name,market cap,price,circulating supply,volume,% 1h,% 24h,% 1wk
XBY,162,XTRABYTES,"$15,200,250 ",$0.023385,"650,000,000",*,"$61,545",-1.03%,0.36%
CPN,702,CompuCoin,"$65,120 ",$0.003320,"19,615,019",Low Vol,-0.17%,-9.18%,7.63%
CHEAP,996,Cheapcoin,? ,$0.000043,?,*,Low Vol,-0.18%,-1.10%
BLAS,466,BlakeStar,"$106,317 ",$0.000432,"246,072,359","$19,020",-0.16%,9.52%,-48.90%
CPC,375,Capricoin,"$987,395 ",$0.496167,"1,990,045",*,"$20,657",-0.18%,-1.01%
EOS,19,EOS,"$417,077,700 ",$1.36,"307,133,221",*,"$18,003,000",0.03%,-0.18%
SIB,152,SIBCoin,"$17,558,895 ",$1.15,"15,295,471","$77,782",-4.49%,-5.96%,12.88%
JWL,757,Jewels,"$36,547 ",$0.001811,"20,181,636",*,Low Vol,-0.17%,9.34%
XDE2,1028,XDE II,? ,$2.13,?,*,Low Vol,-0.17%,?
DLISK,781,DAPPSTER,"$25,870 ",$0.000259,"100,000,000",*,Low Vol,19.78%,?
MONETA,977,Moneta,? ,$0.000302,?,Low Vol,-0.17%,-1.09%,1.61%
ACES,969,Aces,? ,$0.000104,?,*,Low Vol,-0.45%,-14.51%
UNIFY,409,Unify,"$431,533 ",$0.024822,"17,385,378","$10,365",1.38%,20.30%,62.33%
GAIA,585,GAIA,"$253,036 ",$0.010499,"24,101,381",*,Low Vol,?,?
XBC,214,Bitcoin Plus,"$7,396,941 ",$74.04,"99,906",*,"$80,443",1.35%,-3.13%
XBB,325,Boolberry,"$2,013,937 ",$0.211271,"9,532,480","$156,017",1.35%,-1.91%,-61.71%
MAVRO,1005,Mavro,? ,$0.006510,?,Low Vol,-0.19%,-8.38%,30.34%
LTH,1019,LAthaan,? ,$0.000345,?,Low Vol,14.08%,?,15.56%
MONA,121,MonaCoin,"$25,661,816 ",$0.479711,"53,494,325","$120,382",5.73%,10.23%,25.37%
SPR,127,SpreadCoin,"$24,630,223 ",$2.85,"8,638,637","$923,976",-0.12%,32.01%,126.09%
BLITZ,242,Blitzcash,"$5,704,085 ",$1.40,"4,083,155",*,"$24,713",6.50%,-1.52%
OPES,973,Opescoin,? ,$0.000949,?,Low Vol,-0.17%,?,?
TAG,319,TagCoin,"$2,142,945 ",$0.377680,"5,673,969","$44,731",0.80%,2.98%,5.97%
LDOGE,382,LiteDoge,"$881,871 ",$0.000059,"14,830,537,502",*,"$1,237",-0.57%,-11.85%
EXL,905,Excelcoin,? ,$0.001681,?,"$1,862",2.44%,12.53%,-57.12%
TAJ,779,TajCoin,"$26,568 ",$0.003871,"6,863,574",Low Vol,2.56%,-5.19%,0.64%
VOYA,863,Voyacoin,? ,$3.66,?,"$87,766",4.28%,2.80%,180.77%
PWR,838,Powercoin,"$2,155 ",$0.000043,"49,983,870",Low Vol,-0.18%,-1.08%,6.64%
XPM,194,Primecoin,"$9,659,735 ",$0.473835,"20,386,283","$2,412,140",7.96%,22.24%,51.12%
GP,886,Goldpay Coin,? ,$0.004469,?,*,"$11,801",-0.04%,-1.27%
XPTX,476,PlatinumBAR,"$89,642 ",$0.348927,"256,908","$1,735",-0.52%,-0.89%,58.04%
IXC,341,Ixcoin,"$1,816,549 ",$0.086506,"20,999,088",*,$915,0.18%,-13.07%
MTLMC3,745,Metal Music Coin,"$39,719 ",$0.000498,"79,719,140",Low Vol,4.77%,0.38%,48.48%
MINEX,978,Minex,? ,$0.155930,?,*,Low Vol,-0.37%,-24.88%
CCRB,342,CryptoCarbon,"$1,803,126 ",$0.506196,"3,562,111",*,"$26,297",0.15%,2.67%
XPD,463,PetroDollar,"$119,067 ",$0.001861,"63,993,275",$729,-0.16%,37.71%,44.48%
PRIMU,971,Primulon,? ,$0.000206,?,Low Vol,-0.40%,-12.53%,5.29%
XPY,575,PayCoin,"$301,089 ",$0.025645,"11,740,822",**,Low Vol,-0.17%,34.92%
FEDS,903,FedoraShare,? ,$0.000015,?,*,"$2,587",-20.63%,-28.92%
MIOTA,7,IOTA,"$2,534,734,271 ",$0.911929,"2,779,530,283",*,"$16,996,400",-0.48%,4.82%
FIMK,366,FIMKrypto,"$1,144,408 ",$0.001983,"577,004,618",*,"$1,506",5.04%,72.25%
BYC,372,Bytecent,"$1,017,620 ",$0.582807,"1,746,067","$282,615",-0.86%,-2.99%,12.95%
IXT,156,InsureX,"$16,183,272 ",$0.452314,"35,778,844",*,"$239,343",-2.46%,-6.71%
BTCD,65,BitcoinDark,"$76,029,851 ",$58.99,"1,288,862","$85,220",0.40%,0.44%,14.37%
JNS,345,Janus,"$1,707,492 ",$0.080720,"21,153,198",*,"$1,819",-2.83%,-28.44%
UNITS,624,GameUnits,"$136,266 ",$0.039236,"3,472,983",*,Low Vol,-0.17%,-1.08%
MAR,704,Marijuanacoin,"$63,985 ",$0.056301,"1,136,484",Low Vol,-0.19%,-6.87%,28.82%
SNC,217,SunContract,"$7,210,872 ",$0.073456,"98,166,002",*,"$412,495",-0.90%,0.98%
SNGLS,63,SingularDTV,"$80,490,000 ",$0.134150,"600,000,000",*,"$658,406",0.64%,0.45%
MAX,257,MaxCoin,"$4,885,819 ",$0.081406,"60,017,701","$439,273",6.55%,8.58%,11.61%
SNM,124,SONM,"$24,893,950 ",$0.075127,"331,360,000",*,"$297,684",1.02%,1.66%
